text,hatespeech_comb
rt apague nordeste levo sempre brincadeira vejo motivo nenhum pra tanta revolta,0
rt to dúvida mina sapatao fala gosta anavitoria,1
rt família tradicional assistindo praça bostas,1
rt engenharia barragem obra transposição rio francisco rompeu divisa paraíba,0
rt soltar assassino bruno tá boas né stf,1
rt agradeço ultimamente insistentemente citando criticando tweets sinal q c,0
rt boa tarde todos,0
rt dilma mente tantoque aprendendo identificar mentebasta mover lábios,1
rt esquerda odeia capitalismo abre mão capitalismo produz iphone macbook 30 fatos mostram,0
rt deu lógica racista justiceiros socais durante calou,0
rt pro socialismo dia enganando trouxas caem discurso noite camar,1
rt to dando vários berros,1
rt pessoas hoje dia falam td hora pra vc amar vc aceitar vc branco hétero vc deve fazer,1
rt meudeus fardo deve ter nascido hétero branco aff tragédia grega,1
rt artigo atualizado gays negros judeus mexicanos favor trump,1
rt presidente áfrica sul pede confisco terras pessoas brancas,0
rt chega 2018 bolsonaro ganha assim perdeu pesquisa perfil próprio filho amigo vida,0
rt cleo pires tirou foto fumando maconha pq n tira tbm exato momento onde conseguiu,0
rt feliz dia mulher pra disse fernanda menstrua engravida prestou alistamento militar obrigatório,0
rt pra estimular compra carros elétricos brasil bjs,0
rt percebo orgulho destas fufas,1
rt quero dar solidariedade povo rio apoio sergio cabral juntos nesse enfrentamento crime organiza,0
rt solinho destes 8 manhã gnd mimo faz lembrar mt verão gajo aguenta tar fechado sala aula,0
rt deus louvado,0
rt fátima bernardes pára repetir estrago homem branco causou chegar brasil vai estudar vai,1
rt aeeeee dilma caiu ja posso viajar pra miami agora,0
rt maconha faz rir mesma faz mãe chorar,0
rt deus criou adao eva nao adao ivo,0
rt escolas marxistas doutrinadoras esquerda sabem alienar futuros cidadãos bem,0
rt heterofobicos passarão,1
rt hj vou prestar queixa ter sido vitima racismo inverso chamaram branco azedo,1
rt tava hora acabar ciência fronteira bando pobre indo viajar pra europa avião,1
rt meritocracia existe n ta vendo nordestino pedalou 29 km nadou 41km formou direito,0
rt morre fome pq quer carteira trabalho graça,0
rt morte estupradores menos amigo bancada aí tá tranquilo,1
rt nada contra mulheres ate amigas sao,1
rt sapatão errei traveco mó pirocão,1
rt paulista parada sentido consolação protestos contra lula lá,0
rt acho correto nível podemos go back relação assunto re,0
rt mundo sapatão viagem todo mundo pega todo mundo credo ycyfugug,1
rt acho kids precisam ver shows assim deixem crianças serem crianças inocência descobrirem mundo,0
rt ter orgulho q reprime qm orgulhohetero,0
rt lá porque drárbitro luís ferreira advogado defesa árbitros corruptos condenados apito dourado,0
rt última pra passar branco libertadores time bom pênalti faz diferença flamengo aquém,0
rt imprensa viva lula dilma credenciaram marcelo odebrecht assaltar petrobras revela justiça americana,0
rt bom dia sapatão,1
rt olha acho q pessoa aceita racismo quer pq simplesmente saberia q racista estupido dema,0
rt saúde futuro qualquer sociedade dependem basicamente realidade,0
rt maior verdade ruas,0
rt amor sexo encontro fátima bernardes pouco ligth,0
rt antigamente várias gostosas carnaval agora parece encontro sobreviventes chernobyl,1
rt bolsonaro entende nada economia,0
rt cebolinha psol,0
rt vai dar certo pico desse,0
rt futebol feminino eim alguém algum jogo olimpíada pra dar apoio vão esperar 2020 pra reclamar d,0
rt feliz dia internacional mulher,0
rt geraldo alckmin vs jair bolsonaro esquerda vai ter escolher vai ficar merenda dar cu,1
rt gostaram novo logo,0
rt 5 anos atrás esteava internet,0
rt ressocialização,0
rt pt recebeu 40 milhões itaipava lula pode alegar pra consumo próprio,1
rt voto nesse possível segundo turno,0
rt moro peço depoimento lula escrito mão zuera,0
rt filho gay duplamente presente pra precisar expor pra chamar atenção,1
rt segundo turno alckmin vs bolsonaro alckmin vc homofóbico bolsonaro tô aqui falando vc,0
rt pai trata mal vc gay pai trata mal pq vc tá desempregado 30 anos dançando pop quarto c,0
rt toda mulher deve respeitada independente feminista feministas dizem lutar mulheres nã,0
rt vagabunda demais,1
rt vai daí pelego,0
rt pra mim irrelevante queria pegálo mentindo consegui,0
rt desmascarando março 2016 dúzia dilma lula cardoso mercadante agiram contra lava ja,0
rt dilma lula agiram contra lava jato reinaldo azevedo 2016 pt nunca agiu contra lava jato r azevedo 2,0
rt fãs fazem selfie bruno 400 intelectuais querem lula presidente entenderam,0
rt ganhar elogio ganhei noite,0
rt diz verdade 2016 pediu cadeia dilma lula cardoso mercadante agirem contra lav,0
rt defendi reinaldo várias vezes agora mentiu descaradamente defesa,0
rt canalhas desocupados exigem inutilidades aliás rio sempre sai frente assunto canalha,1
rt suplicy implorou reunião dilma nunca atendido marcelo odebrecht 100 reuniões d,0
rt feliz dia mulheres beatriz vitima estupro coletivo 33 caras rj apoio algum ainda,0
rt barcelona explicando vitória vimos adversário todo branco achamos real madrid,0
rt mulher esperta sabe ter homem palma mão mulher burra apenas acha vdd nada,1
rt mulher inteligente outro mambo ya burra pode bue bonita burra ta gato pode morrer,1
rt mulher apanha homem ainda assim continua burra att perguntei nada burra acabou,1
rt acho mó engraçado galero tenta chamar atenção fznd piadinha burra sobre dia mulher,0
rt mulheres direita sempre lindas haha,0
rt crianças gays assistem casais heteros beijar ficam direitoscomo è q supostamente vai acontecer,1
rt existe alguma pauta feminista extrema esquerda,0
rt mostre patrulheiroa politicamente correto mostro hipócrita,1
rt lulaprezidente bbb17 votaria,0
rt amei tão provando onda politicamente correto maior farsa inventada últimos,0
rt vaga oferece estado democrático direito,0
rt disse vi atirando bala verdade manifestação,0
rt polícia militar acaba dar tiro pistola pra cima ninguém contou vi,0
rt sei nunca vi desenho questão porém idades podem ver beijo gay pod,0
rt olá sei chamas angolamas podias,1
rt ai to pensando virar sapatão pq homem n presta,0
rt prova maior feminismo lixo ausencia textao pro islä cobre mulheres cabeça pès,1
rt assim funciona feminismo mulher segue cartilha representa mulheres lixo movimento h,1
rt cara entrevistou ficou igual putinha concordando agora lança legenda canalha arrombado,1
rt playboy safado fortalece rt,1
rt nois dá conselho fundo nois tá precisando,0
rt qnd arrependo mensagem mandei,0
rt amo indústria sapatao brasileira,0
rt incrível facilidade sapatao pra namorar,1
rt aplaude decisão justiça condenou levy fidelix homofobia entende nada sobre ditadura menos sobr,1
rt amei tt,0
rt bicho senti burra ouvindo mulher falar masterchefbr,1
rt bom dia contribuintes comissão parlamentar inquérito sobre inutilidade comissões parlamen,0
rt grande mídia autoridades locais ignoraram rotherham cidade 1400 crianças estupradas islâmi,0
rt acho habibs deveria fazer mapeamento cada ativista falou merda meter famoso,0
rt nível jornalismo globo news correspondente carolina cimenti levou fé documento verificação sobre trum,0
rt cheguei conclusão feia gorda,0
rt bom viajar mochila pq mochila,0
rt pessoas sensata onde habita,0
rt alguém,0
rt deixei redação enem branco pois pra falar sobre feminismo,1
rt hoje vi mulher afogando clube fiquei apenas longe incentivandoa roubar protagonismo velóri,0
rt meuamigosecreto,0
rt denunciei trolandocomhumornegro haha,0
rt pq tão dificil admitir q homem mulher gay n branco negro n diz nada q ha gente honesta n boa r,0
rt todos estados excepto dois cumprem obrigações relação acolhimento refugiados vindos,0
rt mostrar relacionamento gay problema basta homossexual,1
rt agora refugiados ideologia cultura completamente incompatíveis aí,1
rt contra relacionamentos homossexuais negativo,0
rt vamos levantar hastag ivesgandrafilhoministrostf agora pressão total copie poste timeline rt,0
rt respondeu pedofilia agora processado calúnia contida dentro igreja,0
rt deveria fizemos visitar museu holocausto antes desdenhar sofrimento judeus pa,0
rt pode usar canais defender psdbista estimação quiser cometer crime,0
rt fãs eleitores muitos eleitores viva democracia bolsonaro2018,0
rt pessoas sabem significa pib 2016 2 anos país 736 pobre soubessem petista sa,0
rt quantos robôs pepper precisaram tags própt enquanto povão honesto trabalhador meteu bolsonaropreside,0
rt falar eua espionam todo mundo denuncia falar obama espiona aí veja bem veja assim,0
rt vai porto ferreira tugao,0
rt islamismo triste realidade imprensa fakenews recusa mostrar,1
rt terrorista fantasiou refugiado mandou europa cortar cabeças lá,0
rt homenagem revolução russa bancada psol quer relógios atrasados 1 século,0
rt precisa precisar ninguém,0
rt contra eutanásia porque acho europa deve misturar outros continentes,1
rt prima sapatão prima sapatão,1
rt 8 março todas rua feminismo feministas oitodemarço,0
rt patrão pede pra fazer hora extra mulherada inventa tá ate família doente casa sabe pq,0
rt operação research universidade federal delator odebrecht,0
rt anónimos porque temem represálias profissionais sócrates exercia sobre pessoas,0
rt rindo kkkkkkkkkkkk vale pena,0
rt olha pra cara gorda feia isabelle contar voz irritante,1
rt hj mulher maravilhosa mulher aquiloamanhã pq mulher tudo burra n pode dirigir lugar mulher,1
rt alguém lembra dilma sendo grampeada petrobrás governo obama,0
rt arthur favor sexualização crianças,1
rt feministas tão contra emma watson causa decote aahahah bem feito,1
rt ato apoio trump miami imprensa brasileira vai mostrar,0
rt bolsonaro diz vídeo bom coibir jogos violentos pra crianças pequenas cada cuida filho,0
rt comentarista globo news orgulho posar lado homem fez parte organização terrorista q matou m,0
rt dória diz esquerda aqui admira adorador maconha fhc,1
rt cara vai responsável diplomacia brasil eua,0
rt padre acusado pedofilia pagou família vítima,0
rt feliz dia internacional mulher margaret thatcher tanque,0
rt fhc reinaldo discurso,0
rt assaltar levou bala,0
rt franceses saíram pra protestar favor le pen candidatos direita,0
rt liberal demais mbl entrou política velha política,0
rt macarrão quer solto ir stf,0
rt globo news diz trump ruim economia ué,0
rt muçulmanos vandalizam lápides judeus cristãos,1
rt multa 5 mil reais vai apagar pichações cidade,0
rt arabia saudita irã afeganistão nunca vamos ver feminista falando islã,1
rt existe extrema esquerda pra globo extrema direita,1
rt todo trans estuprador existem sim vamos deixar meninas homens banheiras sozinhas,1
rt discurso trump congresso 43 milhões espectadores oscar 32 milhões espectadores heuehueh,0
rt 2012 olavo fala esquerda bandidos,0
rt olha menininha apoia trump,0
rt moleque mbl levou surra ahahhahah,0
rt stf ajuda bandidos,0
rt obama saia jornal nacional imprensa lado,1
rt senhora 86 anos reage assalto mata bandido,0
rt perguntar ofende ninguém ué,0
rt tá certo afinal criança feita sozinha mulher homem fazem,0
rt veja medo psdb perder lugar,0
rt tt melhor jajdkdkd,0
rt acho forma adequada ensinar crianças sobre tipo relacionamento,0
rt enfim artistas bem começando manifestar,0
rt golpe troco bem hora meliante pega troco esconde nota meio carteira diz atendente,0
rt jovem preso moto roubada dia completou 18 anos vamos cantar parabéns,0
rt menina voce ta doida apoiar legalizacao aborto,0
rt preconceito amigas gordas adoro sair chamo atenção rsrsrsrs,1
rt olha cara sofrimento,0
rt putaria deveria investigada polícia,0
rt indignação geral denúncia contra obama jamais grampearia trump espionou mundo inteiro querer,0
rt adoro católicos lembram bíblia deus serem homofóbicos islão religião,0
rt video coisa idiota vi toda vida acredito acham islão feminista lol https,1
rt vou cozinha finalizar jantar marido filhos feliz dia mulheres pra,0
rt deus ja posso morrer feliz dps encontrei twitter melhor twitter todo,0
rt mulher tão bom próxima vida nascer mulher novo certeza vou sapatão vez pensar duas,1
rt sapatão raitella,1
rt corresp ny sbt disse nome obama falou espionagem cia gov trum,1
rt sbt virou quê jornalista analice nicolau disse bolsonaro falou merece estuprada porq,0
rt ja pensaram talvez angola nao possessivos so quer espaço,0
rt 500 mulheres vítimas agressão física cada hora brasil aponta datafolha diadamulher g,0
rt terry richardson fotógrafo calendário pirelli 2010 profissão,0
rt movimentos sociais coletivos feministas protestam direitos mulher sp diadamulher g1,0
rt volta terra,1
rt hora aula entendi tudo hora prova deu branco,0
rt 50 cidades brasileiras aderiram greve internacional mulheres 8m euparo,0
rt apenas convidou camarote enviou passagem executiva vasp nysp transfe,0
rt islão 5 letras bomba 5 letras coincidência,1
rt aqui,0
rt união europeia ameaça sanções países recebem refugiados g1,0
rt ai clã,0
rt cientificamente comprovado curte pornozinho,1
rt cara sapatão coração mocinha,1
rt passei vida toda ver relacionamentos heterossexuais hetero acho influen,0
rt viva família tradicional família artificial,1
rt bom dia macaco branco haha,0
rt n falo fufas adeus,1
rt bem lembrado,0
rt mostrar tetas vai acabar machismo,1
rt bye bye vão lá 2º lugar carregabenfica,0
rt aposto adolescentes lidado situação desde pequenos fariam,0
rt vou discutir nizer hater camila voz feia lauren gorda normani feia ally n sabe dançar gosolo https,1
rt enquanto prioridade vamos conseguir diminuir índices violência contra mulher diadamulher https,0
rt ei olha ministro relações exteriores acha deixava,0
rt pátria educadora pesquisa internacional revela brasil 3º país ignorante mundo,0
rt óscar melhor filme vai,0
rt sim penalti cabeça,0
rt tentando intender idiota face q compartilhou ideia dessa trouxa aff q mulher burra vidanem deve sabe,1
rt desde taveira via tanta violência amoreiras,0
rt gente lembremse colocar 2 forros travesseiro hj pra encharcar cama lágrimas boa noite,0
rt gente sigam mostra realidade tenebrosa marxismo cultural comunista feminista socialista q pt quer,1
rt pensa alguém cu mão,0
rt 30 fatos mostram esquerda incoerente hipócrita,0
rt 35 perguntas gostaria fazer todos integrantes globonews,0
rt fufas usam sempre msm argumento cona,1
rt enquanto doria viaja busca investimentos suplicy quer visitar uruguai http,0
rt paraná pesquisas intenção votos bolsonaro poderia ainda maior entenda,0
rt sinal medo bolsonaro imprensa trabalha pautas ridículas contra,0
rt taeyeon dilma lider nação hate plastica sapatão apaixonada aecio mãe todos fav s,1
rt meuamigosecreto diz legal pediu pra ficar comigo disse nãoagora diz q vagabunda,0
rt alô trump ta afim irritar esquerda to tirar foto juntos blz cola aqui casa bran,1
rt sim veio chorar dm hehehehehe,0
rt vem meteoro geração fracassou,0
rt azul branco coração,0
rt mitroglou marcou golo vitória 01 sobre sc braga,0
rt usei hi5 durante dia talvez manhã desativei conta disse mulher “esta cena tipo lol kek,0
rt vergonha falar escrever corretamente língua portuguesa pátria portugal moçambique,0
rt item 3 dessa lista impresso distribuído sofri síndrome amigos homens mulheres,0
rt stf quer qualquer forma barrar jair bolsonaro candidatar presidente 2018 stfnão,0
rt capitalismo liga pra ninguém liberta pessoas ter oportunidade negociar verdadeira liberda,0
rt ainda superei fim 2010,0
rt linda demaiscasa cmg 3,0
rt dizem asiatico eh tudo igual vcs ja viram homem branco malhado blocos carnaval,0
rt feminismo loucura utópica aberração mentes perturbadas tarja preta intravenosa,1
rt lês bruno carvalho namorada nova,1
rt preguiça mina childfree mano quer ter filho agora ficar postando criança mal human,0
rt ninguem ama gorda feia simples,1
rt pode feia pode gorda pode feia gorda,1
rt agora dizem quero proibir vídeo game deus game over calúnia,0
rt padre julio lancelotti serviço esquerda assista tire conclusões,0
rt pequeno resumo sobre alguns assuntos inocentes fazem questão dizer tocamos abraço todos https,0
rt souberam gravaria entrevista 2 jornais desistiram ouvir nessa semana pq,0
rt 13 prática enraizada país faz empresários subservientes poder lugar,0
rt 12 falando empresários grupos milionários beneficiam financiamentos ver deveriam,1
rt 10 entendo acho buraco brasil encontra decorre ausência empreendedores dis,0
rt 15 muitos criticam liberalismo capitalismo verdade brasil nunca verdadeiramente liberal,0
rt 17 precisamos combater corrupção mudar mentalidade,0
rt 16 existe liberalismo concorrência real todos agentes correm riscos,0
rt sarrada faz vc passar vergonha,1
rt apresentamos novos veículos anjos marginais uniformes cet custo zero prefeitura graças apoio inic,0
rt normal melhor mostrar plena realidade criança porque ninguém escolhe homossexual acontece todos,0
rt gostei vídeo fez sobre disneyvocê todo apoiodeus abençoe guarde,0
rt chama inveja deve ninguém quer comer cu sujo fica dando palpite vida,1
rt 93 0911 jhu bom viado lindo 93 0911 dj luizinho bom dia sapatão gostoza,1
rt gnt n sapatao viado q chama assim kkk,1
rt especialistas discutem influência ciência religião psicologia cristã,0
rt pronto escolhido candidato imagem presidente partido lol,0
rt vez dualidade critérios ricardo costa rápido denunciar identidades,0
rt mt relevante q dar desconto mulheres invés disso promovem trabalho intelectual parabéns,0
rt lindo vermelho branco carregabenfica thewalkingdead,0
rt ontem espetáculo caralho dizer overdosedetourette,0
rt naoaceitamosrefugiados imprensa preocupase tanto refugiados nao lembra cristaos perseguidos mortos,1
rt aí disse feminismo luta igualdade homem mulher,0
rt joão braga esclarece troca envelopes afinal adora pretos paneleiros,1
rt dia hoje onze benfica dortmund única mulher vergonha,1
rt estado pode defenderse processo sócrates alegando falência,0
rt sorriso branco causa colgate,0
rt então desta vez esquerda realça sabedoria eduardo lourenço,0
rt reconhecer mérito joão braga escreveu crónica henrique raposo usando menos palavras,0
rt neto pediu pra trans comprei carrinho mão agora transportador brita desliguei,1
rt alô revoltados ladrão hospitalizado vão fila sus senti pena povo humilde leva ferro todo dia c,0
rt 21 anos mamonas assassinas vivos estaria fazendo textão acusando cara machismo homofob,0
rt branco rico problema justiça pode tirar photo sim negro problema justiça vergonha tirar self,1
rt calma cachorro ainda virou ração paz,1
rt orgulho eleito reimomo bloco porão dops amigo decorem marchinhas fol,0
rt defendendo brancas louras condenando negro racismo,1
rt desconstruindo gênero cachorro,0
rt nunca vai voltar desse jeito vem meteoro,0
rt psg caetano fala francês,0
rt felipe neto x pastor malafaia igual argentina x estado islâmico escolher lado quero ver sangue paz,1
rt goleiro bruno macarrão macarrão macarrão dia vão pro sítio noite alimentam cão,1
rt iu fater cry in the shower significa pai chora banho inglês,0
rt tuiter ainda respira,0
rt puta pariu alguêm entendeu alguma coisa,0
rt quanta irresponsabilidade deve ter matado família desgosto,0
rt comece desespero carnavalacaboue feliz 2017,0
rt noite terrível sonhei votado chapa dilma temer ajudado eleger quadrilha acordei aliviado,0
rt sobre tal goza boca,0
rt sociológo chora filósofo passa mal chega fala merda sala aula pra rede social,0
rt tá certa maria corsário processar cachorro safado roubou cigarrinho inocente filha paz,0
rt ter craque neto comentando futebol europeu mesma coisa ter goleiro bruno conselheiro amoroso,0
rt ué turma defende marginal revoltado pessoal tirando sélfi goleiro bruno então guerreiro povo n,0
rt vagabundo chega agarrando menina sejem cavalheiros ola tudo bem linda labios devem ter gosto mél vamo,1
rt aprenderam cantar marchinha sensação carnaval 2017,0
rt imagem diz tudo,0
rt gravíssimo divulguem,0
rt trump cortou grana grupos próaborto ótima medida,1
rt começa amanhã 6 nova série jr mostra esquema corrupção envolvendo bndes américa latina perca h,0
rt lembrando homem recebido governo golpista apresentou propostas área educação https,0
rt senado pede reforço casa branca após ameaças centros judaicos,0
rt dilma adere greve sexo convocada gleisi hoffmann,0
rt mulheres minorias estivadores apesar políticas inclusão,1
rt surpreendente nessa história filha maria rosário saber deputada virgem,1
rt hora acabar corruptos vamos ocupar congresso pm povo,0
rt hora invadir congresso pm vai atirar contra,0
rt ocupar congresso pm irmã,0
rt poder emana povo pm povo brasileiro,0
rt polêmica semana prisão 2ª instância vale foro fux liberta juiz condenado reacende debate,0
rt mito,0
rt abram olhos equação ue pcp be escravidãoausteridade quan,1
rt europa doente submissa espectáculos mariquice nojenta claro torna presa fácil islão in,1
rt ainda propósito afins aqui ficam palavras alguém próprio sistema pacheco pereira,0
rt ameaça ridículo mal habituados podem dizer querem vêem ameaças onde existem,1
rt aqui lágrimas soares elogios fúnebres sempre considerei traidor inimigo sentia intocáv,1
rt asiaantar morreu combate daesh perdure exemplo sacrifício vão,0
rt assim sim homem determinado cumpridor força trumppresident,0
rt começa felizmente desenharse bloco alianças contra podridão globazidoramundialista,1
rt destinado teimosos tantos acham utilidade chamado voto útil percebam simplesmente voto traidor,0
rt duas evidências consequência volta casa faz boa viagem imigraçãoinvasora islão https,0
rt esperança vitória brexit efeito dominó sobre aberrante ue europa nações sim ht,1
rt estocolmo capital violações mulheres andam medo mudam hábitos vida welcome rapefugees,0
rt pesopesado gangue comunicação social apesar censura cobarde ridicularizarem opõe,1
rt cá grande buraco sócrates anda cá,0
rt deitar lenha fogueira querem 75 milhões muçulmanos livre circulação europa traidores ht,1
rt mentirosos quisemos assistir debate embora graças psp hipócritas cobardes https,1
rt nomes faltam vigaristas corruptos aldrabões assassinos vendidos traidores pedófilos aberrações 25abril,1
rt grande bandalho luíspedronunes ofende enquanto podes dia caça outro caçador,0
rt orgulho onu nunca confronto político tempo nacionalismo globalismo htt,0
rt animais islamitas continuam atacar solo europeu culpa governantes traidores criminosos naciona,1
rt participação pnr autárquicas vai crescendo programa nacional diferenças locais pode dizerse todos dif,0
rt detrás país cores vende regime crua realidade tanta miséria moral material,0
rt vai ganhar negociata quanto paga contribuinte agora votou pre,0
rt razão coragem contra infâmia medo passa aqui pnr nação identidade,0
rt sim praticam censura pnr boicotamnos respondem sempre sorrindo evasivo olhe s,0
rt triste verdade tantos teimam querer ver quanto tarde reverter situação difícil islão,0
rt candidatura realmente diferenciadora,0
rt vai continuar encolher ombros vai mudar apoiar pnr,0
rt vivemos totalitarismo pensamento único donos liberdade pnr enfrenta denuncia besta https,0
rt psd cds querem sms centeno 18h caso aconteça apresentam 1815h candidato conjunto camara,0
rt 7 to cagando pras pessoas chamam gorda magra alta baixa feia etc opiniões vale,1
rt dilma sobra cinismo falta vergonha afilhada tanto apreço verdade quanto padrinho lula,0
rt propria filha 16 anos expõe internet bebada drogada semi nua acionar pf capa,1
rt psg jogou branco dentro camp nou achou ia goleado kkkkkkkkkkk,0
rt corpo gisele bundchen,0
rt mulher falando tô esperando comida falando sobre sla senti burra masterchefbr,0
rt maior prova honestidade quantidade votos câmara,0
rt caviar pc siqueira querendo pagar semteto mole,0
rt acho movimento negro realmente humildade seriedade próprio movimento mínimo devem faz,0
rt aqui vê piadinhas faz gorda feminista preocupam,1
rt deus catracada quis lacrar fodeu,0
rt facebook usou hijab homenagear mulheres diadamulher hijab maior símbolo opressão islâmica pa,1
rt péssimo dia mídiaimprensa noticiaram nada simplesmente manipularam torceram retorceram cada fat,0
rt realizei sonho dá esposa levei pra nyc claro podia faltar yellow umbrella,0
rt querido kfouri perdoo todos ataques pessoais fez jesus ama,0
rt geração bosta q fica internet tuitando ai trump n representa n deixarei trump gorvernar paz bolsonar,1
rt incômodo,0
rt 6 emily fields fode emaya lindo sim maria sapatão merece bem toma tanto cu vezes acho qu,0
rt fala mal capitalismo celularzinho papai deu,0
rt dessa sabia,0
rt pra crianças,0
rt choro rir,0
rt vc usa roupas complexas vc sapatão falam vc metido algo presta,1
rt nesse dia mulher confirmei acreditava toda generalização burra,1
rt fim corrupção outros continuidade voto sim,0
rt esquerda pira,0
rt feliz dia meio acelerador,1
rt feliz dia roupa pra sair,0
rt pode comemorar viu pai voltar cigarro,0
rt estaremos lá,0
rt guri morreu parada cardíaca devido uso drogas constatado lesão corporal agora intern,0
rt beijo gay hetero acho devia aparecer desenhos animados,1
rt nao paga pau paga mocreia tirar zica,1
rt eh akele q sabe procriar deixar vestigios,1
rt imenso fantasias todo resto porque introduzir diversidade antes sermos adultos trancafiados,1
rt 20 anos odebrecht pagou propina farc,0
rt erro psg jogar branco barça pensou realmadrid msn,0
rt about last night overdose tourette checkem datas vejamnos país,0
rt próximo sábado 18 fev levo solo standup voz razão portalegre bilhetes cae portalegre fnac htt,0
rt frança rinoceronte branco 4 anos zoo thoiry baleado chifre cortado noite 2a p 3a dentro z,0
rt sapatão tão nervosaz,1
rt angola ainda ratificou acordo ortográfico língua portuguesa escrevam bem yh,0
rt eduardo paes “não sinto responsável dívidas olimpíada”,0
rt amigos venezuela vivendo ritmo genocídio mídia nada dê dimensão dessa tragédia,0
rt todo esquerdista mente reducionista sempre dificuldade analisar fatos reais,1
rt jornal feito folha bananeira,1
rt hoje dia revolução todo dia deveria diadamulher 8mbr,0
rt post hj exclusivo importante comunicação senado proíbe uso termo feminismo,0
rt corrupta dilma recebeu 150 milhões propina disse q delação odebrecht insulto honestidade qua,1
rt orgulho hetero show w,0
rt tv russa tentou subornar jovens subúrbio estocolmo provocar distúrbio mostrar refugiados adapt,0
rt queria comer polvo copa gerou apego,0
rt concluindo fundo disney quer audiência competição tá dura família assiste http,0
rt desculpa gostava conseguir respeitar opinião consigo felizes,0
rt favor fiquem firmes boicote itaipava divulguem,0
rt toda vez vejo homem comentando toda feminista sapatão vontade gritar ouvido dera,0
rt filha puta donald trump diminui quantidade refugiados podem entrar país pq nao familia,1
rt 13 anos mãe finalmente menstruação veio larga besta furou cu prego cadeira wagner,0
rt farei biografia bolsonaro,0
rt feliz dia ñ importa ñ falei to pensando querendo vc adivinhar senao vou ficar raiva passar 1 ano,0
rt feministas criticam decote feminista ema watson pq desvaloriza acham ema watson q dar respeito feministas,0
rt incitação estranhamente dia defendia prisão menor estuprador assassino enquanto pt defendia estuprador,0
rt liguei pra mae tá caos lá pai deu facada irmao irma fugiu tudo pq amor sexo ta abalando famil,1
rt título melhor biografia bolsonaro jair bolsonaro,0
rt foto perfil pisao familia tradicional morta esmagamento,1
rt fiufiu pra serio moral passarinho facil bemtevi latir pra pegar mal assobiar,0
rt responde esquerdista merda,1
rt saibam separar coisas amanhã dia mulheres dia veste mulher 1º abril kkkkk,1
rt matado mulher esquartejado dado pros cachorro tava solto piada feminismo b,1
rt to pensando virar pm pra musica daniela mercury parar tocar passar mim so obrigado,0
rt sei apoia bolsonaro cara humilde esclarecido ver único cara honesto condenado dá ódio,0
rt ai denunciei porra mercado fé daquii hahahah,0
rt aonde coração ali estará tesouro,0
rt deus nordeste esquento pq sei humor,0
rt parabéns,0
rt novos gostam imitar vêem televisão pra mim boa ideia,0
rt diria q todo esquerdista orgulhoso fugiu aulas história pulou aulas filosofia nao sabe,1
rt venezuela intervenção militar externa povo força armada força física lutar,0
rt vcs fufas bue abusadas,1
rt saudades cantar islão todasmas principalmente cris nocas dia tixa rafa,0
rt azeiteiro quero q fodas volta terra,1
rt abril seminário sobre ideologia gênerocom certificado 08 09 abril ariquemesro,0
rt menina veste menina naoaideologiadegenero,1
rt quer dizer exatamente,0
rt venero toda mulher causa nascimento querida gira burra tempo,1
rt trump carvalho encontrei net sei génio,0
rt página melhor modo provar justiça social passa modinha,0
rt olhem 3 carinho,0
rt cheio opinião coragem falar criando personagem cara bolsonaro dó,0
rt bruno solto presidente pco quer matar conservadores processo bolsonaro processado réu estranho htt,0
rt proponentes reforma mblfipe previdência aposentadoria digna justa todos p,0
rt pode gorda pode feia pode gorda feia vemegea,1
rt realmente eh grande rede fufas,1
rt perceberam ta pra baixo basta colocar funk pra ficar lá encima mandando saradas ar,0
rt feministas podem esperar dia crianças trans podem esperar dia mentira comemorarem diadamulher,0
rt argentina buenos aires agora cresce tá lindo niunamenos parointernacionaldemujeres 8m vivasnosqueremos foto,0
rt tá lindo av rio branco tomada mulheres rio janeiro 8m diainternacionaldamulher diadamulher,0
rt católicos idiotas úteis george soros,0
rt roses are red violets are blue pa quê jonas mitroglou,0
rt vida babar ovo bia bia feia gorda,1
rt queria avisar amigas escola inteira conhece gente grupo sapatão viado sei disso falaram,1
rt junta mt sapatao grupo n né,1
rt dia 20 dia 23 rsc lisboa amanhã compro bilhete hoje vou dormir feliz,0
rt meuamigosecreto gosta ver lésbicas beijando gay aí pecado deus gosta,0
rt doloresmulher extrema importância p luta indígena latinoamericana pobre índia comunista rebelde apaga,0
rt irmãos assistem bonecos muitas vezes querem boneco respeito favor ht,1
rt tô amando perfil expondo justiceiros sociais politicamente corretos verdade,0
rt sim fizeram,0
rt champô ganhas caspa ganhas oleosidade ganhas pontas espigadas ganhas nada,0
rt hey toma aqui flor sorria engula dor via pietra pinheiro internationalwomensday,0
rt acho esquisito mulheres todas artificiais falam gemendo nariz preguicadegentesemconteudo,0
rt famílias perderam lavouras ministério integração nacional respondeu dizendo faz vistoria barragens,0
rt obra barragem transp rio francisco inaugurada sábado rompe parcialmente desaloja 60 famílias incomp,0
rt projeto sen quer limitar atuação mp inquérito civil tratase pls nº 1982013 limita praz,0
rt paro respeito autonomia trabalhadoras sexuais euparo,0
rt 3 auto estima esqueci útero todos dizem bonita porem n acho bonita apenas ga,0
rt namoradinhas então tia,0
rt assim filhos vão ver disney,0
rt pai acabou chegar angola 5° país africano vai trabalhar pra qualquer pai foda ma,0
rt concordo,0
