text,hatespeech_comb
Sacanagem chegar orfanato cantando UUHH PAPAI CHEGOU UUHH UUHH PAPAI CHEGOU,0
SadBoyKevyn Entre jovens opositores distinga humor vez ofensa ordinária Mais passo conversa civilizada,0
SadBoyKevyn Nunca penses algo é qualquer coisa Quando pensa ter chegado fundo percebese fundo,0
sagitarionizei sigo sapatão viado kkkk,0
Saiba disse Eduardo Cabrita sobre refugiados httpstcoXLmcxcGYcBhttpstcoyod7CoYF0x,0
sai marvel fan roteiro igual ator branco pra emprestar vai lá votar pca ator sarado vcs ganham,1
Saímos Correio Manhã Mas porque notícias humorísticas sobre Carrilho bater Humor httpstco41rGkEK8OC,0
Saindo Flórida Grande multidão entusiastas fazendo fila estrada mídia NOTÍCIAS FALSAS recu httpstcoHIFiB5cgcu,0
sai ow nega,1
Sair ruas manifestar apoio Donald Trump babacas palhaços idiotas aí p Brasil Sair rua httpstcof32xuFROWx,1
SAIR DO ARMÁRIO JoaquinResponde httpstco1N8yS4b1Ba,0
SAIU A PROGRAMAÇÃO CARNAVALESCA DO GOLEIRO BRUNO COME MACARRÃO ENGRAVIDAR A NAMORADA JOGA MATA MATA ALIMENTAR O CACHORRO ENTERRO DOS OSSOS,1
SamsungBrasil ia comprar S7 semana vem desisti,0
Samy neguinhaJuntas sempre httpstcon0u7XI7fJ1,0
Sanções poderão aplicadas contra Estadosmembros União Europeia recusarem receber refugiados httpstcoGyOGfFj70W,0
Santa Hipocrisia O Filme vencedor OSCAR melhor filme estrangeiro Irã sim httpstcouypbJWFFk8,0
Santa Maria Feira recebeu PNR 1º Dezembro httpstcoRDIqldT7wVRenovarPortugal PNR Portugal,0
Santa Maria Feira candidatura PNR httpstcoAx0ej6BOe3Autárquicas Portugal RenovarPortugal httpstcovLm7adip5E,0
santosluccc conhece refugiados sabe índole cada deles sabe quer terrorista lá,1
SaoBlack jairbolsonaro GloboNews pois cara,0
São tantas pesssoas têm três s Claro tolerantes democratas ForçaTrump httpstcoJjQqBSbm4V,0
Sapatão pros íntimos pra senhora dona lésbica,1
Sapatao tudo apegada é,1
Sapatão fala AAAAAAAAAA alegria aleluia kkkkkkkk httpstcoWgr9drJ2YK,0
Sapatão machista uó Pqp Vai tratar mana,1
Sapatao nao deveria sentir cólica menos menstruar,1
sapatão trovando igual homem httpstcodELjHkpPhx,1
sapo aspirar posso,0
sapo andaste fumar,0
Saque FGTS inativo começa nesta sexta 48 milhões pessoas httpstcohbNVqw0N0Y,0
SarahLSKarafiol São refugiados podem direito aceitalos sendo contra ação Hungria,0
SAUDAÇÕES IRMÃO editorahumanas TODA FAMÍLIA TEM UM PODRE FAZ PARTE httpstcoJZrrmTknJ4,0
Saudades exército fufas revoltadas sociedade machista CIS atacarem pessoas,1
SCP falha golos jogadores isolados ninguém baliza SCP perde Setúbal SCP eliminado Sportinguistas culpam SLB,0
SCP fora competições europeias CHECK Taça Liga CHECK Taça Portugal CHECK Isto sim poupar jogadores Liga,0
SddsDeQuandoEu podia fazer piadas sofria censura,0
SddsDeQuandoEu podia trocar lâmpada ninguém falasse q apropriando cultura homens,0
Se filha bruxa 71 deputada mas isso drogada moral decidir deve ensinado filho,0
Se gripe aves detectada Algarve chegar Lisboa Eutanásia deixará problema Cristas,0
Se Isabel Angelino continuar rir tanto botox vai precisar 12 pontos FestivaldaCancao2017,0
alguém quiser piteu aqui grupo fufas,1
menina chama rayane faz 15 anos automaticamente fica grávida,1
Se namorada 30 segundos responder discutimos evitavamse tantos problemas Oscars,0
Se Angola considerado melhor destino europeu 2018 desisto vida,1
Se ansiedade matasse morri,0
Se UC Berkeley aceita liberdade expressão ataca inocentes ponto vista diferente CORTAMOS O FINANCIAMENTO FEDERAL,0
SE CHEGA NESSE CBLOL E GRITAR VAGINA 18 COMEÇA A CHORAR 25 SAI CORRENDO E 57 NEM SABEM O QUE É CBLOL,1
cuba passar taca pedra,0
Se mulher excepcional cozinha vou sentir lixo sei quebrar ovo direito MasterChefBR,1
eliminado bbb antes sair fazia cocô meio sala,0
Se pecesiqueira jogado cima prédio faz tempo httpstcodhs5CVYSw7,0
Se ganhasse 1 real cada vez Bolsonaro falasse alguma coisa preste httpstcoHfJKtSFJqM,0
Se foderam cabaços httpstco8uXPtEnvwb,1
Se foderam fdp httpstco9qmb3aeEuY,1
Se idade certa porquê httpstcoz3KjdT6alK,0
Se contrário Lobos comunistas fariam escândalo toda mídia cobriria Prof OdeCarvalho sabe bem dis httpstcoYy0dhRadHL,0
Se contrário mídia estaria falando ódio ultramegadireita Mas negro vão deixar pa httpstcoseXjNOmCRn,1
mito cuspindo jean homofobia né,1
Se homem Fisco desejado mulheres É rico escreve regularidade nunca esquece datas importantes,0
Segues 2 mil porcas Insta problema Metes 1 gosto foto d colega q namorada n conhece dá início 3ª Guerra Mundial,1
segundo jênio doutrinado professor militante ateísta esquerdista Cristianismo religião httpstcoAnTkEpVvuz,1
SEGUNDO ISLÃO É ASSIM KKKK httpstcoFheW5s8EPz,0
Segundo psicopedagogos começa volta 34 anos logo acordo antes disso impróprio nã httpstcoxGgT12qCcU,0
Segundo Ricciardi diferença BES Sporting que neste último Banco Mau httpstco8VLLu5hN76,0
Sei onde começar httpstcomiL65xRcA5,1
Se inicio semana bom nao começava DST,0
Sei posso dar mais disse Carrillo noite fria,0
Se continua assim qualquer dia Sporting consegue emprestar jogadores clubes Primeira Liga,1
Seja piriguéte conquiste ato Se dê valor conquiste toda vida,1
romântico declare pra mina sim amiguinho mulheres adoram homem romântico httpstcoObbPRwggx7,0
Se lesse livro ERÓTICO estaria sendo premiado PerseguiçãoReligiosa httpstcot7fBzFSuF3,0
Sem dúvida nacionalistas falam mesma linguagem Cá lá lado forças ordem GNRepublicana httpstcoI2517EBwMK,0
SEM DÚVIDAS ESTA É A TRISTE REALIDADE QUE SE VIVE EM ANGOLA Amor Pátria Não iremos longe dificilmente a httpstcoR6qIuclH4y,1
Sempre somar aspectos positivos Pensa linha todos partidos nacionalistas europeus Excelente httpstcoMHS0oumEjn,0
Sempre acharem q fica clima estranho qd encontram exnamorada rualembremse q hoje Hillary vai ter cumprimentar Trump,0
Sempre vejo MasterChef Austrália fico vontade provar prato novo Está decidido Vou oferecer Bimby namorada,0
Sempre vejo homem bigode interrogome aposta desgraçado perdido,1
sempre válido saudar sapatão,1
Sendo Azulina bicolor bonita feia magra gorda Não importa vc sempre respeito Mulher todo nessa vida Sem elas,0
Sendo comunista assim eu httpstcoA86gESUy11,0
Se presidiário pena estuprador os caras estuprados lá dentro mesmo pq esquerda quer gente tenha,1
Sen McCain deveria falar sobre sucesso falha missão mídia Apenas torna inimigo forte Ele httpstcoqmocE7t9UG,0
SenorThompson galo ficava azul trazia bom tempo,0
SenorThompson aconteceu sei ouvi,0
viemos macacos pq ainda existem macacos ciência nao explica,1
Sen Richard Blumenthal nunca lutou Vietnã disse anos sim grande mentira agr distorce httpstcoytHckJ8rNt,1
senta mesa pergunta p filho masturbou hj pergunta transa papai Hipócritas FernandaLimaBah,0
Se castelo branco Lili canecas filho httpstco1yu3daEEax,1
comunismo bom venezuela nao estaria jeito tá,0
SE O FURACÃO SANDY TÁ ASSIM IMAGINA O FURACÃO PRETA GIL DEVE TER SIDO ESSE QUE DIZIMOU OS DINOSSAUROS,1
Se Jonas médico Mário Soares tornavase imortal,0
Se Kassabe homemdeverdade diria A culpa minha fiz projeto algum chuvas vcs povão porco cobra nada,0
Se Ronaldo ganhar prémio melhor mundo espero volte dizer soltarem fogos Madeira No Verão passado deu merda,1
Se EUA ganhar ação obviamente deveria nunca segurança conforto merecemos Politi httpstcoAJ8LGvjjsZ,0
Se países muçulmanos acolhem refugiados muçulmanos mesma língua religião ocidente é httpstco1LQa2Nmaqr,0
Se triste bebe brasil fábrica bebum,0
SEPandolfo FatosEsquerda Tem uns democratas invadiram manifestação A polícia deixa desde violência grupos,0
SEPARADOS POR 20 REAIS httptcoiq5CCRuKHR,0
Se preparem sei bem isso Paguei sofro pele verdadeiramente PERSEGUIÇÃO religiosaQuem vive httpstcoFrYLeJGQIR,0
Ser amante homi fodido burra duas vezes Pepita Mulher,1
Serão necessários quase 40 anosluz p chegar novos planetas descobertos NASA Se 1 mês luz fortuna imaginem 40 anos,0
Será Angola cena novas,0
SERA QUE EU TENHO ALZHEIMER E NAO LEMBRO,1
achou horcruxes Niemeyer,0
Será Passos consegue encontrar nenhuma Lone Star aceite sacrificarse Lisboa,0
sera povo serviço vai notar levar colchão amanha,0
Serei entrevistado foxandfriends 600 AM Divirtase httpstcowxFGGiGVuc,0
Serei entrevistado oreilly hoje noite 800 PM 000 BR httpstcoFyCYeroSrs,0
Serei entrevistado oreillyfactor 400 PM antes PreGame Show SuperBowl Fox Network Divirtase httpstcoT7olTFi2wR,0
SERGIOMOROROCKS jornalnacional Daqui pouco começa jornaldarecord Jornalismo verdade Vai mostrar roubalheira BNDES,0
Seria pena httptcoDmfI0kboqw,0
Seria prazer matar muçulmano,1
sério ainda gente fica postando foto legenda GORDA MESMO FEIA MESMO,1
Ser liga mulher faz burra,1
SerMulherÉ achar vc gorda normal feia,1
SerMulherÉ apoiar Bolsonaro deputado têm projetos lei punir estupradores,0
SerMulherÉ dependendo região poder chicoteada obrigada usar burca apanhar legalmente marido poder dirigir etc,1
SerMulherÉ qualquer coisa longe disso aqui httpstcoEZAOX7lVdu,0
SerMulherÉ fazer xixi sentada,0
SerMulherÉ lutarmor Brasil direita segurança ruas,0
SerMulherÉnão feminista httpstcoZvnt2cCLMT,1
SerMulherÉ nascer corpo mulher,0
SerMulherÉ No dia marido prepara jantar romantico fim noitevc faz greve sexo pra seguir httpstcovnhizK0Lrz,1
SerMulherÉ ter condição gerar vida dentro si biologicamente uma palhaçada transgênero httpstcoiJO3UwHS6v,0
SerMulherÉ TER OU JÁ TER POSSUÍDO ÚTERO OVÁRIO TROMPAS DE FALÓPIO ETC RESTO É GAMBIARRA InternationalWomensDay FELIZ DIA DAS MULHERES,1
Ser mulher ter provar todo dia burra tão competente quanto qualquer um,0
SerMulherÉ ter vagina Quem pênis homem,1
Ser presidente sinal excepcional vide Temer Collor Lula Sarney Castelo Branco Jango Getúlio todos httpstcoZfYzWfP2AQ,0
SERVE ESSA BotafogoOficial COMPREI DE PRESENTE PRA MINHA PATROA diainternacionaldamulher httpstcomj6o8CkTWV,0
Servidos Praia De Leste Pontal Do Paraná httpstcoVphicEFiEY,0
tá internet sabem né httpstcoGnTQoqFVX7,0
Se carne negra esfha Habibs vou evitar calabresa,1
coisa odeio começa PRE termina TO preconceito,1
Sete pessoas baleadas mortas ontem Chicago O acontecendo lá Totalmente controle Chicago pr httpstcoA8LYAJAatr,0
usar sutiã branco fica mostrando tudo,0
Se pessoa vê documentário ainda acha refugiados deveriam aceitos lugares coração,1
SEU PAI SABE QUE VOCÊ POSTA ISSO NA REDE SOCIAL JoaquinResponde httpstcomIBx3Uepx2,0
Se vc bate mulher vc covarde merda Se vc bate nessa mulher além covarde certeza vc gosta httpstcoTL1ibsiIL4,1
Se vc gosta Legião Urbana Por favor Unfollow Aqui gente vergonha cara bom gosto musical porra,1
Se vc namorado diz olha gostosas bate umazinha nunca FUJA franguinha caráter,1
Se vc 4 paus sim httpstco342moBcYQH,0
Se assistir Titanic contrário verá história submarino resgata pessoas mar coloca festa,0
Se candidato direita presidência França imunidade cassada postar vídeo Pois httpstco9EENktfyly,0
Se quer refugiados pare crialos httpstcozN9bN22ejQ,1
Se quer refugiados pare crialos Parem invadir países superexploralos suas httpstcoVNtoBScz6V,1
Se pesquisar asshole Twitter tradução babaca idiota etc cai perfil Trump Imparcial httpstcoukOocrvES8,0
precisa lembrar alguém consegue refutar linha p sentir merda sinal httpstcoGfIK7knI5N,1
SEXOCHURRASCOCERVEJADORMIR carnavalem4palavras,0
Sexta noite puteiro,0
SEXTA FEIRA É DIA DE BEBER TODAS E PEGAR TRANS TRANS PORTE ALTERNATIVO TÁXI UBER BONDE ÔNIBUS SE BEBER NÃO DIRIJA PAZ,0
SEXTA 1753 TÁ ABERTO O FINAL DE SEMANA VÁLIDO SOMENTE PARA O TRABALHADOR HONESTO MEMBRO DA TRADICIONAL FAMÍLIA BR httpstcoanskfVDfEI,0
shitsokey seguiume fufas porto ontem pensei brincadeira não levam merda sério,1
shybp NÃO racismo,0
SICNoticias Que grande maçada Atleta britânico httpstcoblRp335tMq,0
SICNoticias Tem solução ovni httpstcoHgYlQX4vCh,0
SidneyAndreato primeiro assisti colocando lista,0
SidneyAndreato GABRIELPlNHEIRO RaquelRangel0 holocausto canibel achei tudo,0
Sidneycarv Pontifexpt Mulçumanos matam cristãos fala nada Defende ida refugiados mulçumanos Europa,0
Significado tatuagens significa q tatuagens Fim httpstcokf6mZJHXy0,0
Silas Malafaia defende httpstcoBONRD8K1bS,0
Sim Arnold Schwarzenegger fez péssimo trabalho governador California ainda pior Aprendizmas menos esforçou,0
SIM COM 16 ANOS UM JOVEM NORMAL ESTÁ VENDO MULHER PELADA E SE MASTURBANDO JoaquinResponde httpstcopJTdJtkgva,1
Sim dia mulher — Ata desculpa burra httpstcoHSFpdccEXK,1
SIM É IGUAL A ABRAÇAR UM BARRIL JOAQUINRESPONDE httpstcoktjFdi4sOr,0
Sim fazer ficar twittando entretenimento,0
simonlestrange ah pq postaram foto kat eme aí falaram vdd imagem tá branco pq q cassie nd existiria,0
Simplesmente maravilhosaNikki Haley exgovernadora Carolina Sul nova representante americana Nações httpstcoit2Nw82cOF,0
Sim tava tudo planejado Globo Moro queriam matar Marisa sim acredite httpstcoWpVlOI1Q8g,0
SIM TEM QUE USAR A LÍNGUA É UM ÓTIMO TREINAMENTO JoaquinResponde httpstcoqzviLuRpYs,0
Sinceramente refugiados países vizinhos vejo porque desespero tem questão crie óbvio httpstcoUwwQut8LIZ,1
Sinto cada vez nojo comunicação social Esquerdalhos mau perder SICNoticias YouAreFakeNews GoTrump httpstcoKeZIOR301t,1
Sistema legal falido 77 refugiados entraram EUA desde adiamento veto 7 países suspeitos httpstconVSy7bwfC5,1
Smartphone Asus Zenfone 3 Branco 4G Tela 52 Android™ 60 Câm 16Mp 32Gb R 137619 httpstcoibKhH0VZt2,0
snnjess Vira sapatão nunca pedi nada,1
Só acho vou deixar prova matematica branco,0
SOBRE ESSE TAL DE GOZA NA MINHA BOCA httpstcoI1VTf6qXQq,1
Sobre Filme Disney beijo gay httpstcoCPrwQWacpK,0
Sobreviver Haiti missão homemdeverdade MESMO,0
Sócrates processa Estado português Ou seja Nós vamos ter d indemnizar A transferência feita direta através amigo,0
Sócrates processa Estado português Mas provar inocência irá doar indemnização recebida abater dívida pública,0
Só falta dizer Angola nossa ONDE ESTÁ O PATRIOTISMO CARALHO httpstcoixOzMvV6zY,0
falta roberto carlos morrer agora ter acabar ano gente fica preso 2013,0
faltava dizeres angola cidade xD httpstcoAfVPpp1YoX,0
SÓ FUNCIONA COM CHIP CLARO httpstcotkEWfjsVIF,0
Só coisa detesto atrasado mental Um atrasado mental q pensa campeão qd atrás ecrã PC,1
SÓ LEMBRANDO HOJE 08 DE MARÇO É DiaDaMulher M U L H E R PRA HOMEM QUE USA SAIA MAQUIAGEM ETC SEU DIA É O 1º DE ABRIL PAZ,1
SÓ LEMBRANDO HOMEM DE SAIA E MAQUIAGEM COMEMORANDO O diainternacionaldamulher É APROPRIAÇÃO CULTURAL NÃO VAMOS ADMITIR ISSO,1
Somos foco resistência antifrangas modernas culhões,1
Só msm RedeGlobo showdavida p fazerem matéria falando mal presidente Filipinas quer combater c rigor O CRIME,0
nao pode gorda feia,1
Sono lixooo Universidade Castelo Branco ucbrj in Rio Janeiro RJ w anapaulajanuzi ruthroocha httpstco4i0xi7hjTy,0
Só observando marmanjo reclamando insônia depressão httpstcoekvgP2gDad,0
capitalismo expulsa comunismo pessoas,0
Só Nacionalismo solução viktortora httpstcoDAXud267yhVítorRamalho PNR RenovarPortugal,0
machão ano inteiro chamam mulher feminazi puta burra hoje pagando feministo p ganhar uns rt asco,1
pensam crise vão arranjar emprego,1
Só podia mulher pra reparar roupa httpstcorrFyFds3RH,1
Só pra deixar claro homemdeverdade faz clube macho turminha foda merdas machistas baitolas recatadas,1
Sopram ventos mudança O PNR congratulase discurso realDonaldTrump httpstcocOSa9MQ2hB,0
sorte hoje vc Joelma,0
sorte hoje chama ricarda,0
sorte eterna vc chama ariadna,0
Só sofrendo pele cobra turma vai sentir real socialismocomunismo Não nada disso cabeça anta deles,1
sosracismo sempre fazerse vítima ameaçar queixinhas racismo xenofobia Debatam homens httpstcohqINbq0XsB,1
favor pec 241 q foda pq menos pt saiu poder,0
favor prebiscito merdas povo vai aceitar nunca liberação httpstco9eBT0IhH8U,1
Soube agora O embaixador russo encontrou Jeff Sessions visitou Obama Casa Branca 22 vezes 4 veze httpstcoJqepljsE3w,0
SouBenfica1904 SLBenfica lindo vermelho branco,0
Sou boba burra Ingênua santa Sou pessoa riso fácil choro também Prazer Mulher,0
branco sofro racismo,0
gorda feia sentar cima esmago,0
Sou linda maravilhosa fofa Ser gorda feia Feio acha gordo feio ficaadica,0
Só pessoa nojenta capaz escrever barbaridade destas Ah jornalista verdade Desculpem assim httpstcoLcKvyiZUbR,0
SOU MOCIDADE INDEPENDENTE FALOU O MACONHERO 32 ANOS SÓ TEXTÃO NO FEICE E MORA COM A MÃE NÃO É MOCIDADE MUITO MENOS INDEPENDENTE,1
Sou responsável falo entende Ok,0
Sou mulher madura vezes brinca balanço Sou criança insegura vezes anda salto alto MulherDeVerdade,0
homossexual quer dar heteros porque fufas ficam lamber dedos cheio batata frente,1
so vagaba twitter hora,1
SÓ VERDADE Vai lollapaunocu vc sabe q gosta chupar pau httpstcoIOa0b4J5R7,1
Só vou falar coisa sobre Rep Keith Ellison luta liderar CND antecipou antemã httpstconDiUxdAGnJ,0
spacelerman noswse MEU DEUS A PAOLA CURITU MEU TWEET FALANDO QUE EU SOU SAPATAO E IBDICO CO PASAA MAL,1
SP 500 Atinge Alta Após Trump Reforçar Promessa Empregos httpstcotlXWL7HHOihttpstcoew5bHTEMAl,0
SPFC9293005 aww conta fake,0
Sportinguistas 13 minutos festejar primeiro troféu época A eliminação Benfica prova podia ganhar,0
Sportinguistashj n esqueçam votar Bruno Carvalho O mundo d futebol principalmente mundo comédiaprecisam 4 anos disto,0
srdeabo celular zero tbm to apagando cache todo dia dá 10 manhã ja ta travado,0
srdeabo RJ moleque herói,0
srdeabo Sempre explicação ClaudeLuca pedrinhutecix editorahumanas MeuPaiAusente JOAQUINVOLTOU httpstcoLW12ZO0XL4,0
Sr PastorMalafaia gostaria q lesse humilde desesperada carta httptcoVmFpuwaz n quero ir pro inferno q faço c escravos,1
StalinBurrinho RachelSherazade Parabéns mulheres direitaque roubam país petrobras aposentad httpstcoFJDVGjLsUV,1
status desesperado tentando achar ingresso rock in rio absurdo n ter cota p negros,1
Status pegando Uber clichê vida ca sapatão ouvindo Ana Carolina,1
STFoficial sempre privilégio branco visto,0
STF solta bruno e mantem processo bolsonaro Sei nao eimotmar03 estadohiramico gaviaochis httpstcoxFxYEGt1or,0
STF analisar descriminalização aborto Esperamos reconheçam direito httpstcoUMYHCXBjTt,0
Sua mãe admirando estátuas qdo faz turismo httpstcorzl5N7qDwh,0
Sua mãe trabalho tarde httpstcoca0aLsBXXz,0
Sua vida protegida milhões Brasileiros oram todos diasDeus nesta causa httpstco5643HNZKx3,0
Suécia país continuou dar subsídios estado durante 1 ano homem converteu islão lutar ISIS,0
Sugestões 2010 melhor Canonizar Punheta Santa Punheta Sagrada Bronha domingo Melhor amiga homemdeverdade,0
Sugestões 2010 melhor Colocar Chuck Norris protagonista série TV 24hs,0
Sugestões 2010 melhor menos Calcinha Preta rádios aliás calcinha bem melhor,0
Sugiro todos ATEUS CORAJOSOS leiam Bíblia confrontar cristãosEuApoio rss httpstcoZvic768t2W,0
SuhThekill conseguiu fazer movimento odiado,0
Sumido ja vi noia indo balcão pedir pra trocar pq gostava cheddar hahahahahahahaha,1
SUSPEITEI UM SÓ NÃO SUPORTARIA TANTA DECEPÇÃO felipeneto,0
Suzicardozo ta parecido tirando fato loiro branco resto ta OK,0
Sybylla Ué homem branco fez mesmo Esse povo pensa colonização como,1
Sybylla algumas dicas livros ficção científica podem lidos crianças,0
syllysylvia branco doendo porque capacidade joga culpa cotas,1
Tô vontade bem grande mandar atual dá ex ir fuder O quer ficar encarando,1
tô considerando ideia usar burca pra ter interagir pessoas,1
Tô gorda n consigo emagrecer certeza q gastrite tá piorando pq passo mal n inglês fluente n sei nadar feia,0
Tô beira piscina pessoa vem perguntar tô biquíni tô po tô burca,0
taaaycarino porrapaloma18 tá curtindo gente feia gorda,1
Tá calor Chama bombeira httpstcofDmAaLMedO,0
TACA PEDRA NOS COMUNISTA,1
TÁ CERTA A MARIA DO CORSÁRIO TEM QUE PROCESSAR ESSE CACHORRO SAFADO QUE ROUBOU O CIGARRINHO DA SUA INOCENTE FILHA httpstcoJacUZtm7i6,1
tá chegando galera httpstcoM9X0o49qa2,0
Tadinho Goby rsrsrs ryanreminho live on httptwitcamcom11hdu,0
Tá doendo simmm tá doendo mimmmmm NAMORADA DE FELIPE MELO httpwwwyoutubecomwatchvAjV6YjREKqM,0
tafacill mim 30 dias pra mulher 1 dia pro homem,1
taiornn JOAQUINVOLTOU ESSA MERRDA DE POLITICAMENTE CORRETO TA FAZENDO EUROPEU APANHAR NA CARA DE REFUGIADOS E NAO SABE NEM SE DEFENDER,1
TaisRenata NOssa fale saudade esquisita,0
Tal ROGELIO GARCIA fazendo campanha contra indicação Trump Suprema Corte Faz sentido httpstco0WIvtaOxiK,0
Tá linda santa httpstco6DfUu5kQVz,0
Talvez milhões pessoas votaram pra TORNAR A AMÉRICA GRANDE NOVAMENTE deveriam ter tido próprio comício httpstcox0fM7UNewA,0
talvez nao descoberto gzsz ano enem estaria fazendo medicina sapatao eh praga,1
TAMAirlines deu mesma coisa abre outra aba busca faço busca n vejo nenhum preço promoção,0
Também Machico Ilha Madeira PNR presente autárquicas primeira vez Força httpstcoExI4LnWXqZ,0
Também Barreiro candidatura PNR rpsantos1970 httpstcoQGSfThJw1xBarreiro Portugal httpstco7LabEYTfIZ,0
TAMBÉM SE O CARA CONVIDA PRA ALMOÇAR É ACUSADO DE ASSÉDIO ESTUPRO ETC httpstcodJkqLniAK4,0
Tanto dinheiro mal gasto pilhado dirigentes podendo devendo aplicado investigação científica Som httpstco1rA6VoyxFC,0
tanto tempo sabe ganhar apenas veja caos país preso conflitos todo httpstcou0UBstAgQd,0
TÃO LAMENTÁVEL QUANDO SUA PHOTO SÉLFI NA ACADEMIA EVIDENCIANDO A MUSCULATURA VAI CRIAR VERGONHA RAPAZ httpstcoDAscgN4SQb,1
tão lésbica jogava campo minado pra pegar mina,1
Tá passando jogo mulher pô httpstco60ugbsi6Em,0
Ta p nascer mulher burra q,0
tá pra nascer mulher burra to celular pq esqueci cabo computador estágio,1
Ta proibido fazer piada machista exceto vc Gregorio campanha Freixo,0
Tá super legal documentário EuVocêTodasNós passando AGORA canalfutura Dá pra acompanhar aqui httpstco3h24XnSMhN,0
tathianeviSccp mulher burra demais faz pqp,1
tava arrumando quarto achei corpo eliza samudio,0
tava inscrevendo Sisu achei opção cota branco MEC assim n pra ajudar miga,1
Tava pensando aqui cara meninamulher burra,1
tavasconcellos Brasil candidato diz nome Deus contra refugiados Não ah nada contraditório,0
Tchau gayzada Tchau Campinas PartiuSp,0
tchulim gente QUE FOFURA,0
TeamLParrilla podia menos preparar vestida burca ninguém obrigado ficar olhando corpinho aí não Eu heim,1
Te amo perdidamente agora RT QuaseGay QUAL A GRAÇA DE TER 5846844360681615 FOLLOWERS SE SEUS TWEETS SÃO UMA MERDA,1
tecnica automaçao nao consegui nao pq burra nao boa suficiente provas pré requesito sim pq mulher,1
Tem amiga morre vontade comêlas,0
Tem brownie aqui casa calabresa httpstcohPvIC3VdLj,0
Tem dias vou sapatao próprias sapatao hoje,1
privatizar universidades doutrinador marxista q queria vaguinha ufrj queria,0
temer lixo humano,1
Temer vai levar 1 turno httpstcotUrZsOwBoV,0
gente aceita branco tbm sofre preconceito acha negros sofrem sendo q negro q fala mal branco aqui td dia,1
Tem gente tão chata burra entende porque dia mulher,1
Tem Grafite bonitoé arte Agora rabiscos PichaçõesTem apagar mesmo httpstcohQsbuiiPQk,0
Tem homem q repara unha mulher Com certeza gostam vara,0
Tem homem pensa mulher máquina refrigerante vc deposita apoio recebe foda,1
mão homem seja calos,1
mulher burra invés seguir frente anda pra trás pra cometer erro,1
Tem mulher termina namoro fica gorda fica feia palida umas diferente fica gostosaaa linda maravilhosa,1
nada gorda feia smp linda nenem — httpstcoj1DnxATjkZ,0
Temos acreditar O Salvador Sobral fato novo psicóloga Éder ainda pode superar votação 2016 festivaldacanção,0
Temos posicionar pena ver profissionais coragem assumir direitos Eu tenho httpstcoYwnPY1fmhj,0
prender petista grita temer estádios vai esquerdar outro lugar deixa ver hipismo paz,1
privatizar porra toda tmj temer,0
privatizar universidades tá tudo pedaços causa quem DILMA,0
sapatão q eh pior q homem qdo recebe não,0
Tem STF Filipinas acho né,0
Tem tanta sapatão bonita SP ate vontade ficar aqui,0
tanto negro nesse BBB q vão usar estalecas pra comprar droga,1
Tem uns pernilongos angola aqui possível,1
TEM VERGONHA DO PAI QUE DIRIGE UM MONZA 94 MAS POSTA PHOTO NO INSTA FUMANDO DROGA COM O NAMORADINHO FANQUERO A POPULAR MARMITA DE VAGABUNDO,1
Tendo conta Mundo acaba amanhã recusome pagar IVA hoje Se sobrevivermos direi Centeno erro percepção mútuo,0
Tenho certeza amigo RandPaul trará novo maravilhoso plano saúde pública porque sabe Oba httpstcorlsBtldcuG,0
Tenho pena pessoas gastaram 150 euros jantar Dia Namorados viram exibição Ederson Fodase INCRÍVEL,0
Tenho preocupar filho 1 ano Não mulher Burra velha filho Sai,1
q usar jaleco calça branca tênis branco rede máscara luva adivinha tenho NADA,0
Tenho tanto medo avião passa lá cima coração acelera Afff,0
Tenho mensagem pais dão grandes mamos boca filhos locais públicos ISSO É NOJENTO PAREM COM ESSA MERDA,1
Tenho visão diferente resto movimento negro sobre apropriação cultural ainda namoro homem branco Dread,0
Tenho grande respeito mulheres vários papéis representam vitais desenvolv httpstcoaliHDuzUcL,0
Tentam derrubare Deus dá trabalhoTenho agenda pra 2018 jáEita Glória,0
tentando intender idiota face q compartilhou ideia dessa trouxa aff q mulher burra vidanem deve httpstcopcrWKnMiaR,1
Teori todo dinheiro tinha avião moderno tinha iria morrer justo iria homologar delação Odebrecht,0
Ter cabelo curto desgraça sempre tá feia gorda,1
Terei diversas reuniões final semana Casa Branca Sul Grande discurso 500 PM Melbourne Flór httpstcoy9OoZxOAr4,0
teresa quero ir quintal toda gente excepto eu ignores teresa sitio fufas toda gente BORA1,1
teresinhalopes A imprensa brasileira pode dar ênfase notícias Do contrário aceitaremos receber refugiados muçulmanos,0
ter ganho Os democratas usando demais mesma carta Perderam eleições agora perdendo noção httpstcoD8AyuArvS6,0
Ter pena presidiário custa ESTUDANTE Brasil Não mesmo Tenho pena inocentes acabam httpstco50Ywy7Pio7,1
Terrível Acabo descobrir Obama grampeou telefone Trump Tower pouco antes vitória Nada encontra httpstco7Q8LZrR9q9,0
Terrorista marroquino recebia apoio financeiro Estado viveu centro social httpstcoVpev4geiiS,0
TE VEJO NO TRIBUNAL A SEGURANÇA DA NOSSA NAÇÃO ESTÁ EM JOGO httpstcoKJyKFc7fJz,0
Teve filme Gloria Pires fez papel rapariga httpstco0ePnyr0mKm,0
ThaisBza kkkkkk massa né Pode passar pra frente claro Cheiros,0
ThaisBza Oi bonita dá fuçada lá primeiro livro amiga melaineribeiro wwwaescritoraeomusicoblogspotcom eu reviso,0
