texto,label_odio
"Enquanto continuamos enaltecendo porcarias aqui no Brasil, nada vai mudar.",0
"Cruz credo, defender Hitler é coisa de maluco.",1
Kkkkkk essa vida e louca ne,0
"Sim , até porque foi ""USER"" quem estava atrás d sexo né,!!! Nos poupe , a moça que quis dar pro mendigo e ponto. Sem desculpas escrotas",1
Imbecilidade de Bolsonaro é mais grave que esse vírus. Não pensem que ele está com povo.. seu povo é sua família. Os 01 02 03 04(pegador).,0
Volta a fazer conteúdo aqui mano USER,0
"USER Não tem conserto, somos cafonas, atrasados e ignorantes, e ainda temos escolas militares, tamos fodidos.",1
"E agora, juíza?! Cadê tua arrogância?",0
Ideia de date: assistir aqueles filmes antigos do scooby doo enquanto agt come porcaria,0
AAAAAAAA Q INFERNO PORRA VSF VAI P CASA DO CARALHO NAO FODE VAI TE A MERFA SEU LIXO SEU CHORUME EU TENJO NOJO DE VV SEU VERME NOJENTO QUE ODIO NUNCA QUIS TANTO NA VIDA BATER EM ALGUÉM,1
USER USER vc ta me deixando boiola 🥺,1
USER Sexy as always Marica 😁,0
Ñ sei qual vírus mata mais: se é o covid-19 ou se é o USER,0
rt USER seja uma piranha estudada,1
mulherzinha do capeta vai ter consideração na casa do caralho,1
Mendigo comedor de casadas protejam suas esposas kkkkk,1
"USER kkkkk , imagina o filho dela na escola e ela sendo chamada pq o USER aprontou kkk USER kk imagina o barraco kkk",0
"USER USER tava ate indo bem até eu ler a palavra ""macho"" ... como se fosse errado ser homem. essa merda desse femimismo só apodrece mentes",1
Mulher maluca sem noção. USER dessa marmota. É bem capaz que ela seija a ganhadora da Fazenda. fazendo esse show todos. comemorando as falhas dos outros.,1
"USER USER tinha que ouvir esse historiador pra não falar a besteira que ele falou; que a USER errou ao criminalizar o Nazismo. O USER é o tipo de indivíduo que gosta de se passar por inteligente e bom debatedor, mas realmente quem é inteligente de fato e estudado sabe que ele nada mais é do que um mobral com uma boca grande.",0
"USER , só falta alguém tocar um berrante pra esses monte de gado! 🐴🐃🐮",0
"USER novamente pisando na bola, a inconsequência dele bota todo mundo na reta. É USER.",0
"Povo ignorante bota um sujeito assim pra fazer fazer e votar lei, depois reclama que a lei não presta. URL",1
USER do Carmo De favelado já mudou pra marginalidade? Então quer dizer q vc compara uma pessoa da favela a um marginal? Me parece q a preconceituosa aqui é vc baby....... sem mais.,0
USER está propaganda.,0
"Ele fala tão bem Tão delicada suas palavras sobre ela, e ele não é feio. Tá judiado só Apaixonei ❤",0
depois do mussumano ter citado esse vídeo ele vai bombar bem maiskkkkk,0
"tô a quase meia hora esperando a sofia aq embaixo, a bicha sumiu",1
茅 t茫o bom quando voc锚 pede um uber e voc锚 v锚 que 茅 uma mulher pqp,1
Melhor menos um homofóbico no local,1
aff homem com mulher e mulher com homem ponto final cacete,1
USER o plano de ser mãe cedo foi pro lixo bem rápido,0
USER. Vocês não precisam disso!!!,0
"E alguém próximo esta cuidando do Monark? Pois ele precisa de ajuda, e pode numa situação dessas fazer besteira, atentar contra a própria vida, overdose etc.",0
"isso mermo USER QUEM JA USER USER USER NO SOL? USER É COISA DOS INFERNO USER NO SOL ELE POCA EM USER USER DE USER, COISA DE VIAAADO",1
"Só observando a hipocrisia dessa gente moralista que se acha no direito de pegar a bíblia pra julgar as pessoas, qualquer problema que USER tem com a orientação sexual das pessoas é problema de vocês, então vão se tratar porque é Sério. Com certeza esse povo que julga tem rabo preso, cuidado.",0
"USER E USER ESSA PROPAGANDA. TENHAM RESPEITO USER A USER. QUE, USER, USER USER USER AS CRIANÇAS... TODOS USER RESPEITO, A USER TAMBÉM. USER OU NAO, TODOS TIVEMOS USER USER DE PAI (HOMEM) - MÃE (MULHER) = CASAMENTO, ESSA USER É INALTERÁVEL. RESPEITO.",1
"De acordo com USER , 99% (!!!) dos afegãos são a FAVOR da Sharia, a absurda lei islâmica! Mas o malvadão é _ URL",1
O povo burro é esse do Brasil!!! Invés de ficar perdendo tempo discutindo quem tá certo ou errado tínhamos que focar na pandemia!!! Esse povo da ESQUERDA E DIREITA não entende que esse não é momento pra ficar brigando e fazendo manifestações !! Depois pega a merda do vírus vai dar trabalho pra um pai ou mãe que não pode ir pra casa direito pois tem que ficar trabalhando dobrado em hospitais!! Vamos respeitar a quarentena!!parem de comer capim um pouco!!,1
Fala bem pra caramba,0
ã? óbvio! foi gay,1
URL genuíno hahahahhaha. depois se diz feminista.… — o que tem a ver o cu com as calças? URL,1
Talvez não ...assistir uma vez q uma mulher tinha cido estuprada e o cara saiu ...e ainda ficava procurando a vítima ...tem casos q passam despercebidas,0
USER Pregunta estúpida!,0
"nada mais do que ela merece, que estréia!! que o público e o palco sempre sejam seu lar, bichinha ❤️ USER URL",0
É a USER de todo mundo odeia o Chris USER,0
Quem é nazista é o USER não o flow agora o flow é completamente do Igor o USER não tem mais nada a ver com o flow,0
USER maior tara em palhaço esse povo em,1
"Nós sabemos que você não é nazista ou simpatizante. Porém, acho que está na hora de largar o álcool e o USER USER... Espero que não faça nenhuma besteira 👍",0
USER USER La violencia feminazi!!! URL,1
"É tão engraçado a diferença do poder pro querer, o povo fica tipo “bichinha, não pode” eu fico tipo feliz, pq eu sei q escolhi a melhor parte e isso é libertador",1
"USER USER Aprende a escribir vos por lo menos feminazi, y deja de seguir a la porota, vas a mejorar",1
"USER Cadê enquete com Tá na Mira, Proposta, Deixa Ele Sofrer, Menina Má, Na Batida, No Meu Talento??????? Toca as antigas pfvrrrrrrr",0
USER Otra feminazi,1
USER voce so gosta d sapatao caminhoeira de cabelo rapado,1
O desrespeito daqui são vocês! Nós morremos todos os dias e vocês continuam com o mesmo discurso de ódio!,0
meu irmão foi pro show com uma das minhas camisas favoritas e tá chovendo mds que dor 😫 a bichinha vai se molhar toda,0
USER bem viadinho tu,1
​USER Pires USER O cara defendeu o comunismo na cara de pau kkkkkkkkk mandou serinho,0
"USER só fez fazer a fofoca e se saiu. ela poderia muito bem mandar gabriel lavar os pratos, mas esperou pra tretar.",0
USER KSKKKKKKKKKK é um viadinho,1
"Ele trabalhava bêbado e drogado. Sorte que não envolveu o ""companheiro """,0
"Meu mundo, minhas regras. USER USER ""Não se deite com um homem como quem se deita com uma mulher; é repugnante.",1
USER USER USER 3 milhoes de opinoes? acho que vc tem probleminha,0
"USER A mentira esfarrapada para que mais dinheiro seja desviado, indo parar nas mãos dos corruptos que nos levaram à este caos mundial. Assalto aos contribuintes na maior cara de pau. Mas o povo, tanto lá como cá, não dá a mínima mesmo🤷🏻‍♂️.",0
"USER USER Então vcs são intocáveis? USER não tem, nós podemos ser xingados a vontade? USER",0
aff eu adoro crepúsculo ele tá contra mim meu arco-inimigo,0
Eita poxa o bicho pegou dali Jojo .mostra pra que veio kkkkadoroooooo eita mulher aretada ..,0
USER USER king seus gay,1
"o USER é o monark falando que todo mundo entendeu errado e que ele é totalmente contra, sendo que ele disse que é super a favor e que apoia um partido nazist* no Brasil",0
USER USER USER USER USER DE SANGUE,0
"dessa foto agora fica apenas um comigo, queria ter feito o impossível pra cuidar de você infelizmente todos remédios não foram o suficiente, descanse em paz, neguinho 🤍 URL",0
Deveria ter sido preso por estupro.,0
Horrível. Mandou mal pra caramba.,0
"USER nasce gay, disse quem? Nenhum gay. Só hetero homofóbico fala isso. Nao tem um estudo sério que admita essa ideia, de que ser gay é uma escolha. Me poupem",0
"O cara não expos a mulher nada. Ele tem que meter a real mesmo. Falar a verdade: que a mulher gostou, teve prazer, fez sexo porque quis. Se nao ele pode até ser assassinado aí na rua, acusado falsamente por estupro.",1
USER.. Onde esse mundo vai parar?! Usando até inocência e pureza de uma criança 😡,0
USER USER Ninguém nasce homossexual. USER fez todos héteros.,1
"USER , 171 purinho.",0
Eu não entendo como esse vídeo pode destruir ou chocar um ser vivo ou uma família!? Seu preconceito e ignorância que me chocam.,0
"USER USER de Araujo USERu negro e moro na favela o medo meu amigo é morrer na mao de vagabundo hj em dia , e USER digo que é melhor jair se acostumando",1
"RT USER: Negro, gay, pobre e apoiando o Bolsonaro. Vocês precisam mudar o discurso pq essa de 'homofóbico, racista' não cola mais. # _",1
"USER Mano, aparentemente editaram uma foto que insinuava que ela curtiu um tweet xenofobico e super ignorante e o povo começou a cancelar ela. Não sei se é essa a história ou se é verdadeira, mas gosto mto da Doja pra acreditar que ela é esse tipo de pessoa :/",0
caralho eu tô muito linda,0
"Num dos momentos mais triste e terrível do Brasil e do mundo e esse bosta está fazendo campanha e politicagem, e um bando de burros e egoísta apoiando enquanto outros choram pela perda dos seu entes queridos, nesse momento tenho vergonha de ser brasileiro.😢",1
O povo não sabe ne mentir direito. Cadê o sangue? Tem e vento dentro dele é? E o ser humano é capaz de USERdo mesmo por dinheiro meu Deus. Mulher aceita que USER já perdeu USER pode é criar uma cena digna do Oscar que USER não entra piorou uma cena desse de fundo de quintal.,1
"Kkkkkkkkkk pUSER existe geUSERte tão imbecil USERo muUSERdo como vc? Vamos lá criaUSERças tem sim USER apreUSERder USER USER é USERormal o precoUSERceito racismo, homofobia tudo se USER crescem idiotas igual a vc e USERuerem espaUSERcar todo muUSERdo",1
USER USER USER fui uma filha ruim. USER minha mãe tem 8 meses com um violento cáncer de páncreas avancando até o fígado. Nem um momento dei desgosto pra minha mãe. Ela deu o último suspiro nus meus braços. USER meu desabafo. Assisto á Fazenda pra sair um poco da minha tristeza.,0
Homem que é Fãn de Crepusculo é GAY!,1
9.....MILHÕES DE USER!!!!!!! USER!!!,0
USER sóo sabee criticaar Carambaa USER. Enveez disso porquee vc USER falaa o que você gosta -.- USER USER com que agente n desista dos nosso sonhos... USER atée concordoo em algumaas coisaas. Mas nesse USER :@ USER,0
USER pais bizarro .,1
"USER USER USER isso é um exemplo, agora vai a pergunta, quem é mais estuprado homens ou mulheres? existem mulheres estupradoras? sim ou não?",0
"Eu não dou a minima para o que a propaganda passa de mensagem ou não, eu só pesquisei para entender as piadinhas que estavam nas redes sociais.. rsrsrs Para mim existem coisas mais importantes, como seu comentário destaca muito bem!",0
USER USER KKKKKKKKKKKK falei carai,0
"Ninguém é obrigado a gostar de ou apoiar isso,as pessoas estão ficando bitoladas,é proibido falar da sexualidade,de cor das pessoas,que isso,não se tem mais o direito de opinar?ninguém é obrigado a gostar de ver mulher com mulher ou homem com homem,USER,não gostam e pronto, ....",1
"nem parece que essa vagabunda deliciosa virou esse trabuco feio e raquítico. deu tanto a boceta e o cu para geral que só sobrou o gordinho pseudo-comunista otário.o tempo é cruel para depósitos, foi de uma sólida 7/10 para uma quase 4/10.",1
Eu ouvi daquela boca doce Esse corpo maravilhoso USER não somos nada sem vcs O cara é USER kkkkkkkkkkkk,0
"Fazer mutirão pra dar deslike em vídeo que tem como tema O USER é fácil, né? Quero ver fazer mutirão pra dar agasalho e comida para as pessoas que estão nas ruas. Belos USER.",0
"A tua maior falha foi de não perceber que ali você estava em seu ambiente de trabalho, e pior ainda de não perceber o qual relevante é o seu trabalho, você alcança milhões de pessoas e que você é uma pessoal de grande influência, então não cabe você está ali alterado seja por drogas lícitas oi inlicitas.",0
Quero ver quem vai peitar Jojo🤣🤣🤣🤣🤣 esperando ver o corajoso ou a corajosa 🤣🤣🤣🤣🤣🤣,0
"rt USER sua puta, putinha",1
"Não é possível que alguem honestamente ache que o monark, um dos maiores defensores das liberdades individuais com voz relevante no debate público defenda ideias totalitarias como do nazismo... Fico triste do flow perder uma de suas peças fundamentais... fico triste das pessoas no brasil serem tão mal intencionadas e maldosas... E fico ainda mais triste sabendo que a hipocrisia reina nesse país de merda, onde defensores abertos e auto declarados de ditaduras censuras e repressão das liberdades individuais, só que de ESQUERDA, não são se quer tratados como extremistas, tendo ainda voz relevante no debate público... Sinceramente, o USER não tem solução, vai se afundar no mesmo buraco a que todos os países da américa latina estão fadados.",1
A justiça desse país é uma grande piada. Um grande tapa na cara do cidadão de bem.,0
"Como essa esposa, transou com um cara desse?",1
"por dinheiro nego se traiu, ficou feio🤮",1
odeio esperar essa bixona URL,1
"Nova trend do tiktok é a mulher com pouca roupa rebolando do lado do irmão mais novo ao som de ""que irmã gostosa que esse maluco tem"" boa noite",1
Cheiro de experiência própria isso aí. Fez muita besteira quando era estagiário do terceiro semestre?,0
Esse cara e muito irresponsável,0
"USER precisa bloquear não, ele é só mais um baitola inrustido que ou não quer ou não pode sair do armario... trate o gayzinho com carinho só pra fazer raiva nele mesmo",1
"USER USER e eu disse ""Sábio em suas PALAVRAS"" interpretação de texto mandou lembranças... Kkkkkk",0
"Ó eu respeito a comunidade LGBT+s mais usar crianças pra isso,ai é idiotice, deixa a criança crescer pra ela ver o que, deixa ela descobrir sozinha,eu ei",1
"USER USER USER acho que vc não tem noção do que seja o comercial, vamos lá. Estão ensinando as crianças a respeitarem os homossexuais, fim. Entendeu agora ? Então abraços.",0
"Já fui hater de reality show tb. Acho q é uma fase q mt gente passa. De vez em quando dá raiva certas coisas. Mas a real é q BBB pode ser legal pra cacete, assim como Fazenda, De Férias com Ex, Casamento às Cegas e até a pornochanchada de Verdades Secretas. Tem espaço pra tudo",0
"Mulher grossa do crlh.. Se ela fala assim com alguém mais doido que ela, ela toma um esporro que nunca viu na vida.. Perturbada.. Não confundam sinceridade com arrogância",1
"Debate????? Aquilo era uma conversa normal, quem transformou em debate foi essa louca da gabriela",1
Vê se n erra a facada,0
"USER USER chamei de moleque pela atitude imatura. Não me importo se você votou nele ou não, já disse que sua atitude foi ridícula em comentar algo desse nível, pela sua idade esperava mais.",0
"Muito bom USER USER, concordo com o que vc disse, vampiros e lobisomens foram popularizados,se tornaram POP, pra vender livros e filmes! Que porcaria, as garotinhas deviam ler um livro e procurar conteúdo sério e não perder tempo com essas coisas fúteis.",1
">>62488e por quê te incomoda ela ter mais parceiros que você? é uma fodendo competição por acaso?larga de ser frouxo e aproveite o fato de estar com uma carambola experiente: além de te dar uma canseira na cama (no bom sentido), não vai ficar de cu doce e nem cheia de não-me-toques.",1
Pensa numa mulher ridícula em todos os sentidos USER todinho,1
Nazista sulamericano é a coisa mais absurda que eu já vi!,0
"USER esse presidente, como todos que passam por aí.",0
"USER USER Tá difícil! Acho que aquele outro da Mia deve ter apagado por conta disso! Ou por imbecilidade de não gostar de ver os outros brincarem! Mas, vamos ao que interessa! ""Cê"" tem uns primos bons, hein!??! Prefiro o telefone desse!! E pelo filme que ele fez, sei que tenho que pagar!🤣",1
ESSE IBRA É UM FINAZZI COM RABO DE CAVALO,1
Um conselho pra tu USER para de usar drogas e beber sem limite se vc quiser dar a volta por cima .,0
"USER sim, tá podre",0
a bixa canta tá???!!! HASHTAG,1
eu te odeio paralisia do sono eu te odeio,0
"USER USER Vc não tem argumentos sabe pq? pq vc prefere macho escroto, e é ok para mim, não é ok, vc falar no seu tt de alguém q não gosta e não adimira, só pelo fato dela a 2 ANOS atrás ter dado um pé no seu fav, lu sério isso é doentio cara, se blinde dessas frustações e viva...",1
"USER uma negro pode reproduzir um comportamento racista mas não ser de fato, ele pode ser racista referente a outras raças como asiaticos por exemplo",1
"USER USER eu não simpatizo com nada do que com ele falou, porém sou um ser humano que é falho ( execto você que deve ser perfeito) que entende a besteira que fez e arruma forças pra conseguir seguir em frente.",0
USER para de chamar a bichinha de feia olha aquele sorriso,1
"Esse cara é doido igual a mulher, o carro é branco, que pohha de carro vermelho é esse q ele viu? Será q ele comeu outra mulher casada na cidade? USER",1
Caramba que hipocrisia a minha dizendo pra vc gastar seu tempo de maneira produtiva e eu perdendo meu tempo com alguém como vc USER,0
"Eu achei que a empresa fosse um Fast-food, mas pelo jeito mudaram de atividade, falando de sexualidade...o que é pior ...com crianças, nossos filhos!!. Quem autorizou ??????",1
USER de mentira USER,0
ele muda de conta mas a personalidade de piranha que mama casado continua URL,1
USER USER Depois de destruir vcs querem reconstruir e roubar novamente???,0
"Muito bem que a USER cuspio fogo nos meninos porém tá muita moleza e sem fazer nada, sei que ela falou no tom alto com eles mas precisava de uma bronca pra ver se aprende gostei USER mostre quem você é 👏👏👏",0
"Denunciem os comentários dessas pessoas q estão comemorando q ele foi esfaqueado, isso sim é discurso de ódio",0
"Essa mulher é uma vergonha 😂 Infelizmente esse tipo de pessoa ganha, até pq olha quem é o presidente ...",1
Deveriam ter orientado o Monark USER ele estava falando muita besteira e ficando muito bêbado. Teria evitado tudo isso,0
10 MILHÃO DE EXIBIÇÃO USERI!!!ESSE USER USER É O USER!,0
RT USER: A bicha pernambucana pedindo à outra em casamento no palco de Miley EU MORRI PERNAMBUCO SEMPRE SERVINDO.,1
Puta que pario esse cara é um Gênio USER..É como é possivel uma mulher se paixonar por um filmes desses que coisa mais tosca valeu cara por essa sabia opnião sobre o filme e foda se as meninas que virem aqui detonar o video como vc disse devem ser virgens ou virgens de pensamento!!!,1
"Vergonha,ainda segura a bandeira de um país de verdade ,não esse puteiro que tá tendo aqui. USER tá preocupado mais com a fama do que com o Brasil, nunca mais verá meu apoio",1
Quando você dizer que a USER condena o homosexualismo USER ou vídeo do USER Neto- homofobia,1
"Meu Deus oq tem essa guria tem de gostosa tem de filha da puta, maldita, arrombada",1
"USER USER que eu saiba , para eles, é um herege e um falso messias, além de blasfemo. Quem o respeita é o islã, chamando-o profeta. USER: E o que diabos é fundamento cognitivo? USER USER uma....",0
"RT USER: Se eu tiver um filho gay, serei duplamente presente pra ele não precisar se expor pra chamar minha atenção",0
A USER ta matando mais inocentes do q o crime organizado ...,0
"Pede pra que o marido se coloque no lugar dele, mas em momento algum ele se coloca no do marido. Meteu o chifre num pai de família e ainda quer dar lição de moral. Sem contar o bando de babões inpressionados porque ele sabe palavras de quatro sílabas.",0
O marido prefere q a mulher tenha um surto psicótico do q levar fama de corno kkkkkkkkkk é USER uma .,1
o cara cantando te amo putaria de leo santana e eu so nos gatilho do carna de 2020 ôoooo saudade de descer o barra-ondina como se n houvesse nenhum tipo de perigo,0
"USER USER Mesmo argumento=inválido, busque por argumentos diferenciados para um debate, algm pode ver vc repetindo e criar argumentos melhores que os seus ✌",0
USER USER Explana esse índio safado.,1
"USER *------ --- -* man que amorzinho,parabens pra o boticario,isso foi um tapa na cara dos homofobicos,lacro de vez,serio muito amorzinhoo",0
USER roubou kkkk,0
USER USER USER ¬¬',0
"isso anão, case sim. mesmo com as atuais leis de divorcio sempre ferrando a vida dos homens e com a depósito de porra moderna sendo uma completa rosbife parasita, pode ir casar.o que poderia dar errado, não é mesmo?",1
"USER USER USER USER só ataca a boticário? USER não boicota as mais de 379 empresas que são a favor do casamento gay e ainda pressionam os políticos para aprovarem o casamento de pessoas do mesmo sexo? USER não boicota elas? USER não boicota a Coca USER, NIKE , Intel ,Groupon, USER, USER, Starbucks USER, Google, USER, USER, USER, USER, etc? Que além de apoiarem a causa gay a maioria tem como donos ateus e USER. USER USER não boicota elas? Vai continuar sentando na roda dos escarnecedores, indo contra a palavra de Deus? Sabe pq USER não faz isso, pq USER é um hipócrita, só age quando as suas ações não chegam até USER e não comprometem seu bem estar.",1
"Se vc não gosta do video quer dizer que vc é homofóbico? kkkkk tenho que rir dessas pessoas,ninguém é obrigado a aceitar o homossexualismo,e sim a respeitar,deveriam saber disso,isso sim uma pessoa ter que ter,RESPEITO pela opção de cada um,mas aceitar ninguém é obrigado.",1
Totalmente sem noção essa roupa para um ambiente escolar. Ela está confundindo empoderamento com falta de educação e decência! Ambiente escolar não é local de “ lacração”. Nota zeroooo!,0
"O mundo não foi ruim meus queridos, o mundo ainda é ruim, pelo amor de deus, que palhaçada é essa, vamos contar a história verdadeira dessa pais nesse programa aí, eu vou aí contar que massacraram negros e indígenas e olha com o que vocês estão se preocupando. USER!",0
"Por isso o nome é ""como explicar"" caso não tenha visto atualizações sobre o assunto aqui está: *O vídeo se trata de mostrar como crianças podem entender que ao ver dois homens ou duas mulheres de mãos dadas eles considerem elas normais e sigam seu caminho* Agora vim falar merda que mexe com a família brasileira isso e homofóbismo pois estamos em pandemia e isso e o tutorial de como ensinar o seu filho a ser uma criança que crescerá justa e sem preconceito. *Cada um tem sua idade e elas vão descobrir isso você pode ensinar dos 13+ porque cada um pro seu tempo mais o preconceito e contraído em qualquer idade se não for cuidado*",1
Então a doida muie do bombado era acostumada a devorar mindingles na rua 😂😂😂😂😂😂😂😂😂😂😂😂😂🤡🤡🤡🤡🤡🤡🤡🤡🤡 e USER,1
USER A Folha tentando dar um tom negativo na chamada que envolve a Pabllo e o Lula chega a ser doentio!,0
USER ... o SENHOR JESUS está voltando... E todos vão prestar conta a DEUS de tudo um dia ... O que Deus criou ninguém muda ...,0
"USER USER USER mas USER héteros são mortos por outros héteros, homossexuais matam héteros, héteros matam homossexuais. Depois que as pessoas deixarem de tratar isso como odiar uma pessoa por uma opção e passar a entender que todos cometem crime, isso melhora",0
USER USER USER Você está sendo TOTALMENTE egoísta como esse comercial chega a me dar nojo chega de falar com você!,0
"Homens: USER querem homens que elogiem e são carinhosos. USER que são brutos, cuidado🤣🤣🤣",0
"USER RI!!!!!!!!!!!! E olha que gosto de Crepúsculo USERD Muito eUSERgraçado sua visão a respeito dos filmes USERD Mas como boa leitora, teUSERho q respoUSERder uma qstão... ELA se apaiUSERoUSERa do NADA por ele, agora USER passa a prestar ateUSERção NELA pq ele USER coUSERsegue ler a meUSERte dela. Ok? Talvez vc USER se importe, + é bom lembrar. E se vc tivesse lido o 4º livro, saberia a razão dele USER qrer traUSERsar com ela aUSERts do qrto livro '=USER e acredite se td gay qbrasse CAMAS (USERo plural msmo) com uma mulher, pedia para tds serem ;D",1
FOI TUDO EM NIME DE USER! USER NO COMANDO! USER QUE USER USER USER,0
"Todo dia sai uma puta e um tarado pelas ruas, um dia eles se encontram.",1
"Meia bamba e bem pentelhuda, algum puto pela boa vista pra deixar ela em ponto de bala? USER USER USER USER USER USER USER USER USER USER USER USER URL",1
USER A bixinha só tava aproveitando a folga dela kkkkkk tadinha,1
USER amei eese video pelo menos alguém da valor para os gays.VIVA A USER !,0
"Mano, sabe qual é a real? O povo não é doido. Se tiverem achando ruim as atitudes do Gabriel, votem nele e tirem ele. Agora o que a USER faz é criar IBOP, chamar atenção. Se eu tivesse aí, mandava ela calar a boca. Ngm é obrigado a acordar com grito dos outros de manhã cedo n.",0
Esse foi o pior USER USER que vim saber disso em 2021 kkkkk,0
"USER Primero pase esa traga tan hpta por la china esa a la que le dedica tweets, sea homosexual pero no marica",1
USER USER Né que ódioooo,0
"USER USER É isso mesmo. Tava demorando pra aparecer esses machos escrotos e racistas, esse aí tá querendo biscoito. coitado! Tá com dó do Biel leva pra casa.",1
"USER, USER e ponto!",0
Mas também com a entrevistada em questão...USER...,0
"Inacreditável... com raras exceções, essa justiça brasileira é uma VERGONHA!! URL",0
"Povo brasileiro e tudo um cambada de burro mesmo né, tudo jegue por isso política não e levada a sério, e eles fazem o que querem com o povo 💔",1
RT USER: Será q quando o bang chan pinta a própria unha fica tudo cagado como quando eu pinto minha própria unha ?,1
"E so pensar!! Se todos os melhores presidentes que USER foram como o Keened, USER e etc TODOS USER foram MORTOS e eles eram muito bom para o pais, sendo assim!! USER foi vitima de um esfaqueamento logo ele poderia morrer. USER USER sim e um USER",0
USER USER USER cade ela chorando bicha preciso ver,1
Tá horrível é muita coragem😒😒😒😒😒😒😒😒😒😒,0
vai da treta vai da treta,0
"USER USER USER USER, se a mulher realmente teve um surto psicótico como dizem os médicos e como a história leva a entender que aconteceu, o mendigo se aproveitou da mulher, do momento fragilizado. Assim como não se deve ter relações com mulheres alcoolizadas, não se deve ter relações com mulheres sem estado normal psicológico.",0
ainda bem que fizeram uma propaganda com casais homo! já tou por aqui desse clichê hétero de sempre. USER. estão sempre excluindo os homossexuais dos comerciais ._.,0
Meu USER . . . . Como Ele é USER . . . .,0
"Família tradicional pra que ? Nem USER tinha uma, O filho bastardo, a esposa infiel, e o marido corno.",1
NADA CONTRA HOMOSSEXUAIS APENAS USER USER NO SEU QUADRADO E O MUNDO MELHOROU É? KKKKKKKKKKKKK PREPARE-SE,1
USER USER ué diz quem não roubaria ? Kkkkkk se você falar que não você tá sendo hipócrita todos os humanos são corrompiveis todo mundo tem o seu preço .,0
para q tá feio kkkkk,0
"USER Ele deve ser daqueles homossexuais que os pais não aceitaram, aí fica com raiva do mundo Nada contra homossexuais.",1
USER USER. Minha USER ñ pisa mais nessa loja.,0
Aceitar que USER e uma desocupada e não tem oque fazer pra ta cuidando da vida dos outros,0
"Só pode ser piada o povo que precisa trabalhar não pode por causa da aglomeração de pessoas agora esse povo aí protestando em multidão pode né, até quando o USER vai ser essa vergonha, enquanto estamos presos dentro de casa tá aí esses protestantes nas ruas vai vendo só no quê vai dar essa pandemia seus ignorante nas ruas esse povo só pode tá brincando, os médicos se desdobrando pra cuidar e dar atendimento aos pacientes do corona vírus arriscando suas vidas ora salvar outras e esse povo nas ruas 🇧🇷😔😔",0
USER se e USER,0
"USER USER USER USER O que vc ganha sendo tão imbecil assim? Porque a Anitta têm a música mais ouvida do mundo, por isso ela se torna uma das cantoras maiores da atualidade, vai ter que aceitar brasileiro da classe esgoto. __________ Tou vendo tanto gay ultimamente com essa síndrome de vira lata...",1
"USER USER E os pastores tirando dinheiro do seu cu, boiola de merda.",1
"*USER deu um tiro no pé e levou o flow junto com ele.* *Me lembra a história de USER o Grande ao invadir a cidade de Persépolis.* *O rei estava numa festa regada a vinho, prostitutas e bajuladores, Thaís (Uma prostituta) instigou USER a jogar uma tocha no Palácio mais luxuoso onde seus generais fizeram o mesmo.* *Quando recobrou a consciência pelo que tinha feito, USER se arrependeu amargamente! E só restou ver sua herança e seu tesouro de valor inestimável ser consumido pelo fogo.* *E tudo isso as custas do domínio do álcool!*",0
a bunda negativa da miley + a bunda gigantesca da anira = uma bunda normal URL,1
"E depois reclamam da ""solidão da mulher negra"", sendo chata assim quero ver quem que namora esse traste URL",1
Esse comercial é mó de boa USER... Eu pensando que haveria um suquinho de laranja ai (USER ° ͜ʖ USER °) AHHH QUE DELICIA USER!!!! USER: Só tenho a agradecer a O Boticário pelas ppks que consegui com a ajuda desses perfumes ;D kkk,1
USER USER pode tb??? Mandou mal USER...,0
USER USER Carla esse chinezinho falsificado e um pilantra. Não se deixa enganar como ele enganou os que votaram nele. Esse tipo de jumento só se elege uma vez. Kim . Frota. E outros do MBL,1
A brankkka racista. Teve sonho com o cara sendo preso. USER,1
USER xonou loucamente!,0
"Acho q o homossexualismo é uma coisa q vc não precisa esconder. A propaganda do Boticário é linda. Eu sou hétera e não tenho nenhum preconceito com gays. Aliás, meu melhor amigo é gay! Então parabéns boticário pela sua maravilhosa propaganda! As pessoas que estão reclamando, ou melhor, xingando e desrespeitando a opinião dos outros, são as que não tem NADA para fazer! As pessoas que são bissexuais, transexuais ou homossexuais não querem ser melhor que ninguém! Por que raios é tão difícil de compreender?! ESSA É A MINHA USER, NÃO ME USER POR ESSA SER A MINHA USER!!!",0
O tanto que eu chorei com o emicida tocando hoje cedo e levanta e anda. Pqp…,0
Mais de 4 USER de vizu em Um dia puts,0
"USER USER ela e linda USER, e você e hipócrita USER",1
"USER USER sim, não e pra menos coitado situação que Viver! Ainda pareceu uma mulher de pela macia pra bagunça a mente dele 😔😏",1
"sabe qual é a treta na real, se vc olhar o twitter da Gabriela USER, vai ver um monte de post sem nenhuma prova, como ela tá exigindo do Monark, falar é fácil, fazer é que é difícil.",0
USER USER de vampiro gay,1
"A JP devia ter vergonha na cara e tirar fefrito e edgard do morning show. Só não caiu pra zero de audiência por causa do Caio, mas se tirar o Caio, fica com audiência negativa! Parece piada, mas os dois são tão ruins que podem, mesmo, negativar!",0
USER eu acho que sou homofóbico pois eu não apoio em nada essa propaganda com as crianças!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1
tambem sou gay boiola tô falando com o nicolas na outra ai nem lembro que essa existe,1
USER gostoso foi boa USER e feia,1
