text,ataque_grupo,ataque_individual
"nordestino come pao com ovo e acha q é jantar, pobre de merda, voce é um fudido",1,1
rt @user kkkkkk eu quero i quero mt https://t.co/gn6g2r4pl3,0,0
@user @user pqp! isso ai so me lembra prison break,0,0
USER Ladrão desgracado dos infernos. Voce é um câncer que faz mal ao pais. Tem que dar um fim nesses negão URL,1,1
"@user feia eu sou tds os dias, mas aquela foto tá igual drogada",0,0
"como USER bem disse ''eu sou mais louco que USERs'' Não USER USER não é louco! Vc só é mais um Mais um branco ignorante, que nasceu em berço de ouro e nunca passou por problemas reais por ser como USER bem disse no flow a ''minoria'' não tem desculpas, não tem argumento, não tem mimimi de extremismo, USER disse aquelas coisas horríveis pq USER quis dizer, não tem ngm distorcendo nada pq não precisa ser distorcido, já que esta tudo muito bem nítido. brasileiro nasceu pra se fude, passa pano pra cada coisa que pqp",1,1
USER seu viadinho nao viu minha mensagem,0,1
"USER USER USER!!! Papo reto mesmo, falou com o cú E depois quer por a culpa na bebida USER é foda USER Pra mim USER cagou e depois sentou em cima Mas é como dizem Alguém tem que levar a culpa né pai",0,1
minho corno faz muuuuuu URL,0,1
"rt @user porra queria que aq fosse assim um x-tudo, batata, guaravita por 7 reais, gente 7 reais https://t.co/1dp3jk7dnz",0,0
"além de não ganhar nenhum joinha e perceber que é o unico babaca aqui , vc não viiu que não tem como dar joinha. cada dia encontro uma camundidade maior de imbecis, devem ser tudo do sertao por isso nao aprenderam a usar a internet ainda",1,1
vou jogar lol pra não maratonar full e depois ficar arrependido  mas se eu perder vou ter que cometer esse crime,0,0
acordei porra,0,0
"Pqp, mais uma cristã querendo dar opinião",1,0
"negrada fica falando de cultura mas so sabe fazer funk lixo e usar droga, seu neguin sujo , que cultura de merda",1,1
"USER, o cara é mendigo e votou e vai votar novamente em Bolsonaro??? USER toda essa """"inteligência"""" dele foi anulada kkkkk",0,1
"essas vadias são mt chatas, sempre reclamando e nem sabem o que é calma",1,0
Caras do interior são preguiçosos e não gostam de trabalhar,1,0
rt @user gta v online - novo carro vysser neo maserati com grande surpresa! https://t.co/c8nagxrwdn via @user,0,0
USER USER Brasileiro é escroto demais,1,0
as bichas tao atacadas! USER KSKKKKKKKKKK é um viadinho,1,1
"Esse neguin é sem nocao. Não confio em escuros, nunca dá bom",1,1
Comerciantes são aproveitadores e só pensam em lucro,1,0
pqp gata pra crlh 😍😍😍,0,0
"Os homens são todos competitivos, só pensam em vencer.",1,0
"negro q se acha intelectual é piada, o macaco copia textos e acha q é phd",1,1
já pdee,0,0
Esses afeminados vivem num mundo de fantasia,1,0
USER Ta sendo bem babaca,0,1
neguin ta com o cu na mao USER volta pra senzala com seus macacos,1,1
Meu USER mas eu tô para ver uma pessoa Cara de Pau igual esse sujeito petista lixo,1,1
USER USER ESTA USER EM TUDO MENOS NA PARTE QUE USER USER Q A USER E USER USER ELA E USER PRA KRL,0,1
"vai tomar no cu baleia. gordo nao devia poder comer em publico, me da nojo ver eles se empanturrando",1,1
Que bosta! Zuado demais não ser hetero... imagina se olhar no espelho e se achar gay,1,1
“Estudar com música é minha terapia,0,0
"vai se foder seu nordestino de merda USER volta pra seu sitio seu arrombado,0",1,0
meu bloqueio emocional me fode em proporções inimagináveis 🤩🙏🏽,0,0
se dependesse de mim todo nordestino tava de volta na roça plantando feijao,1,0
"Os gordos são todos preguiçosos, só querem comer e dormir.",1,0
Quem é essa louca ai gritando? Desiquilibrada pra q tdo isso? Logo essa doida vai fzr besteira é óbvio mto desiquilibrada record tem q escolher melhor selecionar mto USER quem bota no realiteUSER fica a dica,0,1
"USER Amou??? Isso mostra o caráter teu e da linna, ingratos, mau caráter",0,1
USER vc é um bosta msm. Esses candombles não aprendem nunca,1,1
"Eu duvidava USER me tratar assim, eu colocava ela no lugar dela na hoooooora, simplesmente eu já começava dizendo( procure na casa um espelho extra gigante que dê pra vc se ver e dai vc me diz de quando vc manda em algo aqui ou em alguém sua ridícula) Ôooooooooo bando de gente besta com medo desse tambor.Além de ser mulher fraca é puta e peluda",1,1
"USER Amou??? Isso mostra o caráter teu e da linna, ingratos, mau caráter homem é tudo filha da puta",1,1
vai toma no seus cu URL,0,1
"Baseado em reportagem decorrente de arquivos hackeados por estelionatário, publicada em veículo de imprensa marron, que hoje, não detém mais credibilidade alguma. Isso é desespero, despreparo e abuso de autoridade. 🇧🇷 #NasRuasContraSTF",0,0
"asiatico fudido nao sabe dirigir, devia andar de burro mesmo, xingling imbecil",1,1
"Por que os brancos sempre são os mesmos, tá mt repetitivo",1,0
"Hoje, os Devotos se apresentam no Sesc 24 de Maio e você pode escutá-los ao vivo na nossa transmissão sonora! Sintonize a partir das 21h: https://t.co/zR8FLn8eRl https://t.co/P4lDCbrBms",0,0
"USER """"Vá pro quintos dos Infernos, seu FDP...!"""" É de coração.",0,1
USER. USER de patrulheiro de merda. USER compraram o seus perfuminhos pro pastor?,0,1
USER HASHTAG mlk escroto,0,1
"USER, USER meteu a lingua entre as pernas e foi pega água, cadê que peito a JoJo, covarde !",0,1
@user queria mas to sem grana p comprar kimono e pagar matrícula,0,0
Porra de machine gun Kelly do caraio às 20h maluco? Bota esse morfético as 17h inferno. Pabllo deveria ser a atração principal porra HASHTAG,0,1
"Vim na ótica com a minha mãe pra ela escolher um óculos pra ELA e atendente tá explicando tudo pra mim, sem contar que tô passando um mal pra crlh e não tô nem entendendo o que ela tá falando.",0,0
"vc é um hipócrita USER critica a corrupção mas aceita propinas ,0",1,0
"Falo tudo! Exelente, por mais que tenha demorado 10 hrs pra fazer que nem a(o) inutil falo ali em baixo (sabe deus se é mulher ou homem hoje em dia..) com certeza vlw super apena pra abrir os olhos desse bando de putinhas virgens q estão loucas pra dar a bunda esperando o fdp do principe vir com uma calça vermelha e um oculos sem lente pra escutar MUITA USER USERnora! -.- whatever, USER queria agradecer. Faça muitos muitos videos e tenha sucesUSER pra falar abertamente suas ideias, o mundo precisa.",1,0
"negro q se acha, pensa q pq tem nike é gente, continua sendo macaco",1,0
Favelados não sabem o que é respeito mesmo,1,0
"ah porra minha mãe botou 20 reais de crédito para mim e meus créditos não chegou,chip tóxico",0,0
“Tomando café e fingindo que a vida tá organizada,0,0
não enche o saco USER. paraguaio fala espanhol torto e ainda vem dar aula de portugues,1,1
"vc é frouxo USER tem medo de defender suas próprias opiniões ,0",1,0
USER E você e a terceira via mais inútil que o país tem kkkkkk,0,1
esse USER é um atraso evolutivo. tinha q proibir aleijado de existir,1,1
vai cagar você tem que tomar vergonha na cara porque é só um filme e você nunca viu um vampiro de verdade pois eles não existem então por isso ela pode inventar o que ela quiser,0,1
"Vocês são mt preconceituosos, nem sabem o que é respeito",1,0
"USER, ladrão.",0,1
Você é um canalha não suporta ta perto preto seu racista,0,1
quem tem HIV é vagabundo q n se cuida,1,0
mulher q trabalha mais q homem é lesbica,1,0
"esses japa tudo igual, olho puxado e roubando nosso emprego",1,0
"Acho que a USER tem razão em chamar atenção do Biel sim pq ele é um folgado, mas a USER é muito barraqueira muito estúpida sai palavrão a cada segundo da boca dela e é muito barraqueira credo... Pra que ser barraqueira desse jeito coisa feia",0,1
rt USER que ódio disso. pq o cara não jogou o branco escroto no trilho?? affs URL,0,1
USER daí o noiado. brasil virou cracolandia,1,1
"@user @user #horadeporcafé  fake news na qual seu tio acreditaria:  whatsapp agora custa r$ 10,00 na playstore e ganha tema escuro",0,0
USER covarde NOJENTA USER👊👊👊👊👊👊👊👊💪,0,1
"Agora homens são todos cheios de vaidade, nem sabem o que é humildade, tudo mulherzinha",1,0
Comerciantes são gananciosos e não têm escrúpulos,1,0
"Sua macaca atacada. mulher negra é tudo grosseria, nao tem educação nem classe",1,1
Vocês são intolerantes e não valorizam a diversidade,1,0
"Dormi e passei da estação, kkkkkkk",0,0
"Mulheres são mt complicadas, sempre controlam a situação",1,0
USER nao disse maldita 🔪. quando a mulher vai aprender que é pra calar a boca,1,1
@user @user é isso que os brasileiros de bem querem? https://t.co/bnmloisdxw,0,0
"USER vai se tratar seu hipocrita. Não é possível que alguem honestamente ache que o monark, um dos maiores defensores das liberdades individuais com voz relevante no debate público defenda ideias totalitarias como do nazismo... Fico triste do flow perder uma de suas peças fundamentais... fico triste das pessoas no brasil serem tão mal intencionadas e maldosas... E fico ainda mais triste sabendo que a hipocrisia reina nesse país de merda, onde defensores abertos e auto declarados de ditaduras censuras e repressão das liberdades individuais, só que de ESQUERDA, não são se quer tratados como extremistas, tendo ainda voz relevante no debate público... Sinceramente, o USER não tem solução, vai se afundar no mesmo buraco a que todos os países da américa latina estão fadados.",1,1
Esses veios não conseguem ficar calados um dia. não enche o saco geriatrico morto vivo,1,1
"Analfabeta não é humano, é praga. sua petralha lixoo",1,1
USER esse homem é tão insuportável vontade de jogar no lixo. raca escrota é esses neoliberal menino de carpete,1,1
USER Prostituto vagabundo n vale nada,0,1
Vocês são intolerantes e não aceitam diferenças,1,0
Bobão… vc acha que quem está por trás disso está preocupado com seus problemas???,0,1
@user você se deixa tragar pelo buraco.,0,0
@user @user tbm queria ver!!!!,0,0
"USER Engraçado é que a foto dessa moça sendo usada por uns 5 perfis diferentes. Ela tem muitos pais, né? 🤣🤣🤣 Tomem vergonha na cara, pilantras.",0,1
"Mulheres são mt complicadas, sempre querem controlar e nem sabem o que é igualdade",1,0
meu deus q coisa linda,0,0
"voce é uma miseravel mulher pra falar tanta merda,0",1,0
"emo de 31 anos é fracassado crônico, devia arrumar emprego logo seu merda",1,1
"Os argentinos são todos desorganizados, não conseguem fazer nada direito.",1,0
USER USER Sem contar que o mendigo tá na dele de expor a vagaba. O maluco tá sendo acusado de estupro e contar detalhes da relação é uma maneira de se defender e provar que foi consentido. tem que linchar essas branquelas aproveitadoras,1,1
professor é tudo comunista vagabundo,1,0
rt USER mete com força e com talento estou ofegante e vc percebendo bate maltrata essa puta safada quero jatada de leite na cara,0,1
USER Comenta sobre o samba do crioulo... Uma fala racista que você teve lá dentro?,0,1
"Esses caras da nossa geração são mt burros, não entendem nada",1,0
"USER Continue incitando o povo contra o STF. A única coisa que esse acéfalo anabolizado fez foi posar com uma placa de uma pessoa assassinada brutalmente, merece cadeia braba. Vagabundo, ladrãozinho de gasolina, tomador de bomba.",0,1
vai se foder lixo humano. fogo nos brancos de direita!,1,1
"O Brasil é um país triste, cheio de gente burra e preconceituosa",1,0
@user da mais dá muito em cima de mim rs,0,0
Coitado do Biel USER com a cara toda amassada sem entender nada !🤦🏻‍♀️muita gente dizendo que o USER ta de personagem se ele realmente estivesse já tinha sido acabado o personagem dele Aí quando nos acabamos de acordar a gente não consegue nem raciocinar direito a louca ainda queria jogar um baude de água só pra humilhar mais o USER pra ele ficar enchendo nojenta de humilde não tem nada,0,1
"Que m*rda, só tem nazista burro defendendo isso",1,0
tá muito frio pqp 🥶 🥶,0,0
"USER """"bandido bom é bandido morto"""" *Bolsonaro é esfaqueado* USER do Bolsonaro : *Ninguém* merece a morte. Quem defende a morte do próximo são vocês!. Só tem brasileiro burro, não é possivel",1,1
"🔊 Mudra . As ondas sonoras como forma de exploração da mente em suas infinitas camadas. Gestos que permitem sintonizar frequências de energia no universo 👽 . 6a do Movediço, nosso novo álbum (link na… https://t.co/iCOSPMrDlx",0,0
"Mano, todo dia um carioca falando bosta na timeline",1,0
"esse USER um retardado que vota no PT,0",1,0
vagabundo sujo mrm. esses maconheiro tudo tem q se fude memo,1,1
"Negros são mt nojentos, não tem jeito, só sabem ser sujo e cheios de praga",1,0
USER Eu apoio tu ir em mais dois treinos e bater boca com essas arrombada,1,0
É um curto circuito aqui dentro de mim que explode no peito quando eu to afim,0,0
tamo@user de nove,0,0
que cara idiota Kkkkkk olha a gangue dos analfabeto passando vergonha dnv,1,1
Vocês são intolerantes e não respeitam a diversidade,1,0
"USER USER veja os videos do mito, o babaca, o grande espelho dessa geração de palhaços.",1,1
USER traveco fudido sai daqui. quem é trans é só homem doente vestido de mulher,1,1
"caras do nordeste são tudo matutu, sempre capinando lote kkkskkkkkkkkkk",1,0
"vai toma no cu gringo se manca. gringo so serve pra me da dinheiro e ser roubado, se n for assim melhor mete o pe",1,1
deu certo galera,0,0
"Esses brasileiros são todos desmotivados, não têm vontade de nada.",1,0
eu nao acredito q no momento q fui pro ponto de ônibus fazer esse rolê começou a chover e eu não tenho guarda chuva 😭,0,0
"mulher de 40 solteira é sinal de louca, deve ter gato e 50 gato de estimação",1,0
"USER li alguns de seus comentarios e contatei USER eh muito otaria porra se USER USER gosta da critica dele USER assiste se USER acha que o certo eh vive se iludindo que vai axa um principe encantado esquecendo da vida viva essa sua vidinha escrota se USER USER faiz entao um video falando bem de crepusculo USER era melhor USER fala q era gorda pq falando que USER eh parece que USER esta desperdiçando mais a sua vida, USER2 USER ve o felipe USER chingando quem fala mal de harry USER pq ele gost",0,1
"Você é a favor da liberdade de expressão Felipe idiota escroto feio preto USER? USER. É liberdade de expressão chamar o presidente de genocida, Felipe USER!? USER. É liberdade de expressão achar errado um casal homossexual, Felipe USER!? -Também não é assim, né! É liberdade de expressão dizer q deveria existir um partido nazista, Felipe USER!? Como um viado consegue ser homofobico felipe?",1,1
já saiu no meu iptv😍 vou ver hj gostosinho,0,0
fica pau a pau com 2018,0,0
Vocês da outra geração são mt preconceituosos e nem sabem o que é respeito,1,0
A maconha comeu o resto de cérebro que o USER tinha… falou merda como sempre e se lascou como nunca dessa vez 🤦🏻‍♂️,0,1
Vai tomar no cu jornaleco escroto URL,0,1
"USER amg to indo assistir “o assassino de clovehitch”, AMOO",0,0
"sla, achei engraçado",0,0
Vocês da outra geração são mt preconceituosos e nem sabem o que é respeito,1,0
meu deus esse segundo episódio da season nova de queer eye pqp 😭😭,0,0
"USER é um parasita vive à custa dos outros sem contribuir nada ,0",1,0
lamentável acredita que existe pessoas que apóia o LGBT,1,0
não deveria ter catado,0,0
@user @user #horadeporcafé Métodos infalíveis para acordar cedo!   Pedir pra alguém da sua família que acorda cedo bater uma panela no seu ouvido as 3:00Am!  Só queria dizer que é muito ruim tá não liguem! Só foi o que eu pensei!😃,0,0
Gays do sul são arrogantes e não sabem ser modestos,1,0
"Brasil não tem conserto, somos cafonas, atrasados e ignorantes, e ainda temos escolas militares, tamos fodidos.",1,0
"não vejo a hora da turnê do racionais chega aqui no es, vou sozinho nessa porra fdc, mas tenho que ir",0,0
"Por que os negros sempre são os mesmos, tá mt repetitivo",1,0
"Ei seu otário aqui quem não faz sentido é você seu idiota da Web, nossa vc já viu que muiiitas pessoas te odeiam e... como fiuk disse, você não critica por criticar e sim porque vc tem inveja, e o pior eh q ele tem razão!!deixa eu t dar uma dica, vai se fuder, seu otário!!",0,1
como não se sentir um deus com duas garotas pedindo pra ficar comigo?! kkkkkkkkkkkkkkkkkkkkkkkkkkkkk essa noite foi pra rir mermo,0,0
Mas mano imagina bafo crl esse mendigo deve tá muito feliz kkkk pobre nasceu pra se fuder esse cara foi o sortudo em um milhao,1,1
"@user amoooo????? quero. quando eu fazer um bom também te darei um pedaço, gosto assim amigos culinários",0,0
user você é um idiota não tem jeito,0,1
"esses judeu rico controla midia e banco, sao todos sionistas fdp",1,0
USER kkkkkkkk vc é um viadao isso sim,0,1
"mulher trans é homem doente, precisa de tratamento psiquiatrico urgente",1,0
USER Oiaaa que vagabundo kkk tô mil anos te esperando e tu tava só jogando HASHTAG,0,1
cabelin na régua pqp ficou fera demais,0,0
"liam payne a cada dia fica mais lindo, bonito , gostoso resumindo homão da porra 🥰😍👏🏻🌚🌝 https://t.co/tdnwinblot",0,0
"negro q se acha, pensa q pq tem nike é gente. voce continua sendo macaco",1,1
Que voz insuportável,0,1
"Típico comportamento de pirralho, aff cresce crianca retardada",1,1
"Pô mano, o quão ignorante e cego com os fatos tu precisa ser pra apoiar um verme desses depois de tanta merda que ele fez/falou??? Tu tem que gostar de ser mau caráter, ter fetiche sei lá URL",0,1
"Todos os pretos escuros favelados sem uma casa pra morar deveriam ser presos, isso sim",1,0
Hoje é dia de São Paulo,0,0
@user andrei depois vc tem que vir aqui em casa que a roupa do seu casamento tá pronta já,0,0
"USER ridícula essa menina slc Isso é abuso . Se fosse um homem gritando com todo mundo , era homofobia . E isso , o que é 🤔",0,1
"USER falso. Nao ajuda o Brasil. Ganha muito para soltar bandido, nao é USER?",0,1
"USER E vc pensa em alguém? Ah, vai te fuder.ou não, pq mulher se fode todo dia msm",1,1
amo coisas com queijo mas essa intolerância me fode fico puta tmnc,0,0
"Eu não conversei com nenhuma delas. Mas imagina o tanto de material que eu teria com inspiração nesses personagens. Taí, o que falta pra minha criatividade é me livrar dessa vergonha de falar com quem ainda não é meu amigo.",0,0
"travesti é tudo marginal, vive de prostituição e roubo, vc é um bosta msm",1,1
USER mds como diabos esse cabaco tem fã?,0,1
@user a lava jato estava chegando perto demais....,0,0
"Esses brasileiros são todos corruptos, só pensam em roubar.",1,0
USER que o bolsonaro chocou essas serpentes e precisa ser extirpado. Vão se fuder seus bixinhas baitolas,1,1
vc é um hipócrita USER defende os direitos dos outros mas não os seus,0,1
@user caralho meu ermao sou eu ali kkkkkkk respondi mó na humilda,0,0
USER Tem que ser muito burro pra isso mas vai lá!,0,1
rt USER seja uma piranha estudada,0,1
Não dá pra levar sulista a sério kkk,1,0
"Não tem o privilégio do conforto, mas tem uma educação, uma oratória👏",0,0
Alguém precisa calar a boca desses viadinhos urgente,1,0
"pais da desgraça , USER os pais a outra o filho e ganha direito , essa mísera tinha que mofár na cadeia porra ... Seu neguin seboso tudo culpa sua",1,1
voce é uma puta rodada sim. mulher q tem muito piercing é vagabunda msm,1,1
caraca como esse sujeito é burro. USER,0,1
"o fdp foi embora e levou toda minha motivação pra viver, seu vagabundo desgraçado, quando eu te ver na rua arrombado tu vai descer pro inferno junto cmg, sendo que tu desce mais pra baixo pra ala dos viados",1,1
você é um ingrato não agradece o favor que nois fez pra tu ne cuzao,0,1
"USER Pq o cara tem um pênis de borracha e usa ele ora bater em mulheres? O cara mó viadinho, anda e fala que nem um peroba, tem pênis de borracha e ainda bate em mulher. Isso é uma bixona...viadinho escroto.",0,1
"USER USER USER A transposição foi inaugurada pelo Lula, Dilma, Temer e Bolsonaro. Mas pra vcs a obra é só do Genocida. Quero saber, no q o país melhorou pro gado tentar reeleger esse lixo? bolsominion deviam tudo se matar filhos da puta!",1,1
rt @user esta merda deixou me a pensar imenso fr https://t.co/n5hfvqczsb,0,0
USER os cornão nos comentarios jurando que o herzog se matou kkkkkkkkkkkkkkk da ate vontade de se enforcar sem banquinho pra nao ter que lidar com esse povo. parece que na internet o pais fica retardado,1,1
"agora nãonpode mais denunciar um crime, porque senão a gente está """"celebrando ele",0,0
eu mesma e n to nem aí pra quando falam sjshshs,0,0
homem agora é tudo viado. Chamei outro garoto de programa na casa que brochou comigo e tá dele fudr outro viado lá,1,1
"Essas pessoas do interior são mt expressas, nem sabem o que é trabalho",1,0
"Negros são mt burros, nem sabem o que é senso comum",1,0
USER preguiçoso causou a punição e tá deitado kkkkkkkkkkkk corintiano merece de tao bosta que sao,1,1
Na verdade ela não deixou ele sem palavras ela foi chata pra KRL não tinha argumentos contra uma realidade que a educação nesse país realmente está uma BOSTA e acha que saiu vitoriosa é tipo aquele porra de muleque que quando eu era criança falava que a bola de capotao era dele e ninguém mais jogava mina escrota dos infernos.... coisa de bolsonarista riducula,1,1
proibido xingar esse filho da puta URL,0,1
"gordo transpirando no onibus é tortura, cara sem noção, fdp. cheiro de queijo velho",1,1
"O buraco q eu mesmo me enfiei, q odioooo",0,0
user que falta de caráter só sabe criticar,0,1
Vocês são intolerantes e não valorizam a diversidade,1,0
"brasileiro é tudo ladrão de merda. tomar no cu esse verme não some da minha vida, nasci no pais errado com esses fdp",1,1
USER USER Todos vacinados! Vc otário que não tomou a vacina tem q ficar em casa.,0,1
Sempre os hetrozinho com um carro e sem um diploma pra estragar o dia,1,0
"esses emo sao tudo fresa doente, se acham diferentes mas sao pateticos",1,0
"pega uma granada e enfia no cu arrombado. Francamente, carioca é tudo igual msm, bandido rico ou pobre 🤦",1,1
"Com sonegação e puxa saquismo não patriotismo,oportunista do cacete, abre o olho seus branquelo, o porrete ainda existe e qm manda agora é preto.",1,1
"mulher q n sabe cozinhar é inutil, lugar dela é na cozinha memo",1,0
@user vem deixar soraya montenegro emocionada amore https://t.co/h3ditvrdj7,0,0
rt @user negécio é q no final a gente sempre vê quem e quem,0,0
grupo de gayzao credo,1,0
"na minha opinião, sem o imbecil metido a entendido, o programa enfim se tornará """"palatavel"""". bora lá ser relevante (de verdade), USER USER???",0,1
"nordestino tem mentalidade de escravo, vota no lula e fica pobre eterno",1,0
"esses crente da universal da dinheiro pro pastor comprar jatinho, burro do caralho",1,0
Comerciantes são aproveitadores e só pensam em lucro,1,0
"criança autista é falha genetica, devia ser abortada na primeira ultrassom, agora tem mais um retardado pra sujar o mundo",1,1
"esse USER é um traidor vende seus princípios pra qualquer um que pague mais ,0",1,0
Mds que mulher chata vo votar pra ela sair mano,0,1
esses cara que se paga de favelado são a escória da escória. USER imbecil do caralho,1,1
"Só quem entendeu isso foi o empresário dele… Aquele aproveitador, fdp! URL",0,1
Homofóbicos são ignorantes e não aceitam diferenças,1,0
"brasileiro é burro por natureza. USER seu pedaço de merda, por isso o pais nunca vai pra frente",1,1
"USER USER USER Cê tá espumando num negócio que não muda nada na sua vida, vá pra puta que te pariu mermao vá comer uns viadinhos",1,1
"Que raiva desses flamenguistas que só tem a camisa e não sabe o nome de um jogador de merda. USER torcedor terceirizado, nem isso o imbecil sabe fazer",1,1
"porra jornalista tudo vendido, n confio",1,0
se dependesse de mim todo nordestino tava de volta na roça plantando feijao e voce seria meu escravo seu cuzao,1,1
USER USER USER ate pq todo mundo tem uma bunda daquele tamanho ne sua desgraçada. tinha que ser puta,1,1
vai tomar no cu que eu não tenho um amigo parceiro ainda bem que eu gosto de ficar em casa pq se fosse depender da companhia de alguém pra sair e fazer alguma coisa eu tava ferrada,0,1
"@user @user Eu sou responsável pelo o que eu escrevo, não pelo o que você entende! Em momento algum na postagem eu citei que usufruíria da promoção hoje.",0,0
"negro viado do caralho, assim como todo petista",1,1
"Eu achei este Givaldo um cara de USERau, desagradável e sem noção. EsUSERiritualmente falando, cheio de demônio, ele e a mulher do USERersonal tbm. Só USER USER libertar e tratamento USERsíquico tbm",0,1
user que falta de vergonha só sabe mentir,0,1
"esse USER é um oportunista só se aproxima das pessoas quando precisa de algo ,0",1,0
@user Que nome de um time seu time um dia mas o que parte de mim que me ama BTS  puta que pariu manoKKKKKKKK olha mas quase acertou o nome do Jimin,0,0
"Lula besta: “não tenho raiva, mas não me peçam para esquecer a putaria que fizeram comigo”. Ninguém consegue levar veios a serio URL",1,1
"criança autista devia estar em casa, n atrapalhando. não enche o saco maluco",1,1
"rt @user caralho, mãe tá sempre certa quando diz que tal amiga é falsa e n presta",0,0
"aff, lá vem a militância feminista encher o saco",1,0
ansiosa por esse dia 🙌🏽🙌🏽,0,0
"Este é seu presidente sem máscara e os gados seguidores USER sem máscara, pessoas podem morrer por isso, situação é crítica!!",0,1
rt @user do nada vem umas lembranças de certas situações e o unico pensamento é: mds sou troxa d++,0,0
"Vai achando que amigo é aquele que tá cntg só quando vc tá mal, amigo tb é aquele que te vê feliz e n te inveja. Difícil dms encontrar amigos hoje em dia, que compartilha da sua felicidade sem maldade alguma.",0,0
RT USER: USER 🙌👊👍👌👋💯👏🙏 Bravo bravo bravo! Ese sujeto psicópata que invade PALACIO se deve por em seu lugar!! Ou se não aprender a roubar como os portugueses fizeram na epoca de exploração,1,1
@user a hora que vc quiser bb,0,0
USER os cornão nos comentarios jurando que o herzog se matou kkkkkkkkkkkkkkk da ate vontade de se enforcar sem banquinho pra nao ter que lidar com esse povo,0,1
"USER é uma aberracao parece que os pais transaram em chernobyl ,0",1,0
"que cara idiota, brasileiro é tudo corno manso mesmo, aceita imposto e ainda defende politico ladrao",1,1
"esse USER é um doente, lamentável acredita que existe pessoas que apóia o LGBT",1,1
"caralho eu tenho q fazer alguma coisa mt importante, mas eu esqueci o que é então n deve ser importante",0,0
"As mulheres são todas inseguras, vivem comparando-se com as outras.",1,0
"Todo negro é mt desonesto, não tem vergonha de mentir pra todo mundo",1,0
"Propaganda linda, bem produzida, tudo de extremo bom gosto! Ñ houve apelação, ñ houve desrespeito, ñ houve desconsideração,ñ houve nada USER possa chocar ou algo q justifique os comentários maldosos a ponto de sugerirem o boicote a empresa e aos seus produtos. A campanha é revolucionária, ñ por apenas mostrar casais do mesmo sexo, e si, por mostrar casas do mesmo sexo c/leveza e naturalidade! P.S.: Se alguém insiste em pregar/apoiar esse 'boicote' ridículo, seja coerente, e comece boicotando as empresas USER estão nessa 'listinha básica' tbm. USER",0,0
"porra, todo negro é vitimista, sem exceção",1,0
"tem que chegar com estilo, não é mesmo?",0,0
"Essa galera do interior é mt ignorantes, nem sabem o que é educação, porra é isso",1,0
Já perdi 10kg com essa sapatao me secando aqui,0,1
rt @user @user namorado da fátima bernardes entrevista mulher do whindersson nunes.,0,0
aberracao bilogica. Ainda bem que gay não se reproduz..,1,1
"Esses nordestinos só sabem fazer bagunça, nunca aprendem nada.",1,0
"meninas virgens e revoltadas que estão P. da vida, só tenho uma coisa a dizer: VOCÊS TEM PROBLEMINHA xD",1,0
"péssimo tweet. nojento. esses travesti sao abscenos, bando de imundo.",1,1
USER seu desgraçado. esses alphavela tinha que voltar pro esgoto de onde saiu,1,1
@user somoos* ia me sentir mais feia todo dia,0,0
USER no dije maldita 🔪,0,1
"Os nordestinos são todos desconfiados, acham que todo mundo quer enganá-los.",1,0
ter irmão canceriano c asc em escorpião eh ter q ouvir música romântica o dia td qnd tô c ele,0,0
"Esses gays são todos exibicionistas, só querem chamar atenção.",1,0
"USER  sim, a mulher quem sai como a doida da história, sempre.",1,0
"Brasil continua sendo ridicularizado internacionalmente. Outros países mais desenvolvidos fazem chacota com essas posições fanáticas, desse povo imbecil.",1,0
@user uma dica droga: nao se entupa de serie.,0,0
Todo comunista é burro ou se faz pqp?,1,0
"vai se tratar, seu louco. Mano, todo dia um carioca falando bosta na timeline",1,1
seu fracassado não consegue nada preguicoso vive gastando onde nao deve,0,1
"USER vai à luta USER Então senhor USER levante para pegar água porque aqui vc não está de hóspede não! 4:46 USER tem até medo de chegar perto da fera kk 5:04 o auge kkj vc só ouve o USER USER USER dos palavrão kkkk USER USER agora USER, ri agora, não vem me olhar com olhar de deboche não, faz gracinha sustenta! USER Eu to cega? EU TO USER???? 6:13 """"Sustenta tua gracinha"""" frase oficial de jojo 6:31 USER manda jogar a água fora para o USER buscar e encher 6:36 kkkk 6:40 Oh USER não passa pano não porque ontem vocês pegaram agua, então hoje quem vai pegar água nessa porra É USER!!! USER USER, VUSER USER SUA FUNÇÃO...(parece minha mãe gritando cmg) USER NO SPA??? USER NO SPA??? E É USER USER USER USER USER",0,1
Chamei outro garoto de programa na casa do que brochou comigo e tá dele fudr outro viado lá,0,1
Você é muito gorda desculpe falar em falar,0,1
fdp sem noção mrm. Quem é gordo e come fast food só pode ser burro msm,1,1
"ARTHUR DESGRAÇADO!!!! HASHTAG Tá falando que o jogo é individual e pipipopo, vitimas, vítimas, vítimas. Os mofados aqui fora lixo igual mesmo coisa de esquedista",1,1
"Vai se foder seu burro, esses nordestino... cada analfabeto mano.",1,1
quem que é sair em imunda? acha que é para tá falando para o pessoal ter peito para encarar é uma bosta dessa ela tá precisando protegida pela Record isso mesmo que imundície que nojoooo mulher assim é nojenta,1,1
USER acordou dpois de 2 dias foi passar mal por causa do pesadelo Ah vá próxima a sair dramática pra caramba mentirosa,0,1
"Essas pessoas são mt preconceituosas, nem sabem o que é respeito",1,0
Zero paciência pra militância de imbecil que gosta de dar o cu,1,0
